CRUISE,ORIGINAL,COMPILED,Time,Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Depth,ID,Variable,Units,405,411,443,455,465,489,510,520,530,550,555,560,565,570,590,619,625,665,670,683,715,750
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-16T11:45:00Z,2003,4,16,11,45,0,115.785,-32.017,0,AOCWG_Apr_2003_2003-04-16T11:45:00Z,ag,m-1,0.7094,0.6447,0.3633,0.2929,0.242,0.1574,0.1073,0.0908,0.075,0.0524,0.0488,0.0443,0.0403,0.0366,0.0256,0.0155,0.0137,0.0067,0.0061,0.0049,0.0028,0.0015
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-16T11:45:00Z,2003,4,16,11,45,0,115.785,-32.017,5,AOCWG_Apr_2003_2003-04-16T11:45:00Z,ag,m-1,0.5624,0.5139,0.2993,0.2444,0.2041,0.136,0.0949,0.081,0.0677,0.0483,0.0451,0.0412,0.0377,0.0344,0.0246,0.0153,0.0137,0.007,0.0064,0.0052,0.003,0.0016
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-16T11:45:00Z,2003,4,16,11,45,0,115.785,-32.017,14,AOCWG_Apr_2003_2003-04-16T11:45:00Z,ag,m-1,0.6146,0.5638,0.336,0.2768,0.2329,0.158,0.1119,0.0962,0.081,0.0586,0.0549,0.0504,0.0462,0.0424,0.0307,0.0195,0.0175,0.0092,0.0084,0.0069,0.0041,0.0023
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-16T13:05:00Z,2003,4,16,13,5,0,115.80983,-32.01483,0,AOCWG_Apr_2003_2003-04-16T13:05:00Z,ag,m-1,1.216,1.1038,0.6177,0.4968,0.4094,0.2649,0.1799,0.1519,0.1251,0.0871,0.081,0.0735,0.0667,0.0606,0.0421,0.0254,0.0225,0.0109,0.0099,0.0079,0.0044,0.0023
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-16T13:05:00Z,2003,4,16,13,5,0,115.80983,-32.01483,4,AOCWG_Apr_2003_2003-04-16T13:05:00Z,ag,m-1,1.1722,1.0605,0.5814,0.464,0.3798,0.242,0.1621,0.136,0.1113,0.0765,0.0709,0.0642,0.058,0.0525,0.0361,0.0213,0.0188,0.0089,0.008,0.0064,0.0035,0.0018
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-16T14:30:00Z,2003,4,16,14,30,0,115.74983,-32.19083,0,AOCWG_Apr_2003_2003-04-16T14:30:00Z,ag,m-1,0.1436,0.1306,0.0739,0.0597,0.0494,0.0322,0.0221,0.0187,0.0155,0.0108,0.0101,0.0092,0.0083,0.0076,0.0053,0.0032,0.0029,0.0014,0.0013,0.001,0.0006,0.0003
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-16T14:30:00Z,2003,4,16,14,30,0,115.74983,-32.19083,3,AOCWG_Apr_2003_2003-04-16T14:30:00Z,ag,m-1,0.1191,0.107,0.0564,0.0444,0.0359,0.0222,0.0145,0.012,0.0097,0.0065,0.006,0.0054,0.0049,0.0044,0.0029,0.0017,0.0015,0.0007,0.0006,0.0005,0.0002,0.0001
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-16T14:30:00Z,2003,4,16,14,30,0,115.74983,-32.19083,6,AOCWG_Apr_2003_2003-04-16T14:30:00Z,ag,m-1,0.1167,0.1047,0.0545,0.0426,0.0343,0.021,0.0136,0.0112,0.009,0.006,0.0055,0.005,0.0045,0.004,0.0027,0.0015,0.0013,0.0006,0.0005,0.0004,0.0002,0.0001
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-17T08:10:00Z,2003,4,17,8,10,0,115.6895,-32.1305,0,AOCWG_Apr_2003_2003-04-17T08:10:00Z,ag,m-1,0.2031,0.1889,0.1224,0.104,0.09,0.065,0.0487,0.0429,0.0371,0.0283,0.0268,0.0249,0.0232,0.0216,0.0164,0.0112,0.0103,0.006,0.0056,0.0047,0.0031,0.0019
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-17T08:10:00Z,2003,4,17,8,10,0,115.6895,-32.1305,6,AOCWG_Apr_2003_2003-04-17T08:10:00Z,ag,m-1,0.2152,0.2014,0.1353,0.1165,0.1021,0.0757,0.0581,0.0517,0.0453,0.0353,0.0336,0.0315,0.0294,0.0275,0.0215,0.0152,0.014,0.0085,0.0079,0.0068,0.0046,0.0029
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-17T09:30:00Z,2003,4,17,9,30,0,115.55167,-32.15033,0,AOCWG_Apr_2003_2003-04-17T09:30:00Z,ag,m-1,0.0924,0.0862,0.0567,0.0484,0.0421,0.0307,0.0232,0.0206,0.0179,0.0138,0.0131,0.0122,0.0114,0.0106,0.0081,0.0056,0.0052,0.0031,0.0029,0.0024,0.0016,0.001
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-17T09:30:00Z,2003,4,17,9,30,0,115.55167,-32.15033,7.5,AOCWG_Apr_2003_2003-04-17T09:30:00Z,ag,m-1,0.1004,0.0951,0.0689,0.0611,0.0548,0.043,0.0347,0.0316,0.0284,0.0232,0.0223,0.0211,0.02,0.019,0.0155,0.0117,0.0109,0.0073,0.0069,0.0061,0.0044,0.0031
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-17T09:30:00Z,2003,4,17,9,30,0,115.55167,-32.15033,15,AOCWG_Apr_2003_2003-04-17T09:30:00Z,ag,m-1,0.0833,0.0769,0.0476,0.0398,0.0339,0.0237,0.0172,0.015,0.0127,0.0094,0.0089,0.0082,0.0076,0.007,0.0052,0.0034,0.0031,0.0017,0.0016,0.0013,0.0008,0.0005
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-17T11:45:00Z,2003,4,17,11,45,0,115.721,-32.1615,0,AOCWG_Apr_2003_2003-04-17T11:45:00Z,ag,m-1,0.1615,0.1493,0.0931,0.078,0.0666,0.0468,0.0341,0.0298,0.0254,0.0189,0.0178,0.0165,0.0152,0.0141,0.0105,0.0069,0.0063,0.0035,0.0032,0.0027,0.0017,0.001
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-17T11:45:00Z,2003,4,17,11,45,0,115.721,-32.1615,5,AOCWG_Apr_2003_2003-04-17T11:45:00Z,ag,m-1,0.2246,0.2102,0.141,0.1215,0.1063,0.0789,0.0604,0.0538,0.0471,0.0367,0.0349,0.0327,0.0306,0.0286,0.0223,0.0157,0.0145,0.0088,0.0082,0.0071,0.0048,0.003
AOCWG_Apr_2003,AOCWG,CSIRO,2003-04-17T11:45:00Z,2003,4,17,11,45,0,115.721,-32.1615,10,AOCWG_Apr_2003_2003-04-17T11:45:00Z,ag,m-1,0.1891,0.1749,0.1096,0.0919,0.0787,0.0554,0.0406,0.0354,0.0303,0.0226,0.0213,0.0197,0.0182,0.0169,0.0126,0.0084,0.0076,0.0042,0.0039,0.0033,0.0021,0.0012
Bunbury_2003_2005,Bunbury,CSIRO,2003-03-04T02:05:00Z,2003,3,4,2,5,0,115.65,-33.30833,0,Bunbury_2003_2005_2003-03-04T02:05:00Z,ag,m-1,0.3466,0.3214,0.2044,0.1725,0.1484,0.1057,0.0782,0.0685,0.0589,0.0444,0.042,0.0389,0.0361,0.0335,0.0252,0.017,0.0154,0.0088,0.0081,0.0069,0.0044,0.0026
