CRUISE,ORIGINAL,COMPILED,Time,Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Depth,ID,Variable,Units,405,411,443,455,465,510,520,530,550,555,560,565,570,590,619,625,665,670,683,715,750
Beagle2003Leg5,Beagle,CSIRO,2003-12-16T06:19:00Z,2003,12,16,06,19,00,41.998,-24.664,0,Beagle2003Leg5_2003-12-16T06:19:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0035,0.0024,0.0018,0.0012,0.0011,0.001,0.0009,0.001,0.001,0.001,0.0011,0.0017,0.0021,0.0019,0.0002,0
Beagle2003Leg5,Beagle,CSIRO,2003-12-17T08:00:00Z,2003,12,17,08,00,00,43.804,-24.668,0,Beagle2003Leg5_2003-12-17T08:00:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0077,0.0053,0.0038,0.0024,0.0021,0.0019,0.0019,0.0019,0.0021,0.0021,0.0022,0.0045,0.0056,0.005,0.0003,0
Beagle2003Leg5,Beagle,CSIRO,2003-12-19T06:46:00Z,2003,12,19,06,46,00,48.916,-20.014,0,Beagle2003Leg5_2003-12-19T06:46:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0061,0.0041,0.0029,0.0017,0.0014,0.0011,0.001,0.001,0.0011,0.0012,0.0012,0.003,0.0039,0.0037,0,0
Beagle2003Leg5,Beagle,CSIRO,2003-12-21T01:49:00Z,2003,12,21,01,49,00,50.056,-19.995,0,Beagle2003Leg5_2003-12-21T01:49:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0019,0.0013,0.0009,0.0007,0.0006,0.0006,0.0006,0.0005,0.0005,0.0005,0.0005,0.0009,0.0009,0.001,0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2003-12-21T07:11:00Z,2003,12,21,07,11,00,50.599,-20.002,0,Beagle2003Leg5_2003-12-21T07:11:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0017,0.0011,0.0009,0.0007,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0004,0.0008,0.0009,0.0008,0,0
Beagle2003Leg5,Beagle,CSIRO,2003-12-23T07:39:00Z,2003,12,23,07,39,00,54.506,-19.998,0,Beagle2003Leg5_2003-12-23T07:39:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0028,0.0017,0.0012,0.0007,0.0006,0.0005,0.0005,0.0005,0.0006,0.0005,0.0006,0.0013,0.0016,0.0015,0,0
Beagle2003Leg5,Beagle,CSIRO,2003-12-25T02:34:00Z,2003,12,25,02,34,00,57.032,-19.992,0,Beagle2003Leg5_2003-12-25T02:34:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0017,0.0012,0.0009,0.0007,0.0006,0.0005,0.0006,0.0005,0.0006,0.0004,0.0006,0.001,0.0011,0.001,0.0004,0
Beagle2003Leg5,Beagle,CSIRO,2003-12-28T10:10:00Z,2003,12,28,10,10,00,60.377,-20.361,0,Beagle2003Leg5_2003-12-28T10:10:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0029,0.002,0.0013,0.0008,0.0008,0.0006,0.0007,0.0006,0.0007,0.0006,0.0008,0.0015,0.0019,0.0015,0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2003-12-30T03:00:00Z,2003,12,30,03,00,00,62.236,-20.368,0,Beagle2003Leg5_2003-12-30T03:00:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0017,0.0011,0.0007,0.0006,0.0005,0.0005,0.0004,0.0003,0.0004,0.0004,0.0005,0.0006,0.0008,0.0007,-0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2003-12-31T06:06:00Z,2003,12,31,06,06,00,69.796,-19.987,0,Beagle2003Leg5_2003-12-31T06:06:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0011,0.0007,0.0005,0.0004,0.0003,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0006,0.0007,0.0006,-0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-01T23:52:00Z,2004,01,01,23,52,00,70.249,-20.002,0,Beagle2003Leg5_2004-01-01T23:52:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0012,0.001,0.0007,0.0005,0.0005,0.0004,0.0004,0.0004,0.0005,0.0004,0.0004,0.0006,0.0007,0.0006,0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-03T02:44:00Z,2004,01,03,02,44,00,72.713,-20.001,0,Beagle2003Leg5_2004-01-03T02:44:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0016,0.0011,0.0009,0.0006,0.0006,0.0006,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006,0.0008,0.0006,0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-04T05:21:00Z,2004,01,04,05,21,00,74.732,-19.997,0,Beagle2003Leg5_2004-01-04T05:21:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0014,0.0009,0.0006,0.0006,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0005,0.0008,0.0009,0.0009,0.0002,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-05T04:46:00Z,2004,01,05,04,46,00,77.638,-20.003,0,Beagle2003Leg5_2004-01-05T04:46:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0017,0.0012,0.0008,0.0006,0.0006,0.0005,0.0005,0.0005,0.0006,0.0005,0.0006,0.0008,0.001,0.0009,0.0003,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-05T07:30:00Z,2004,01,05,07,30,00,80.536,-19.998,0,Beagle2003Leg5_2004-01-05T07:30:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0017,0.0011,0.0007,0.0006,0.0004,0.0004,0.0003,0.0004,0.0004,0.0004,0.0004,0.0007,0.0008,0.0008,0.0002,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-06T21:56:00Z,2004,01,06,21,56,00,84.67,-19.991,0,Beagle2003Leg5_2004-01-06T21:56:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0022,0.0014,0.001,0.0007,0.0006,0.0004,0.0004,0.0005,0.0004,0.0004,0.0004,0.001,0.0011,0.0011,0,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-07T04:54:00Z,2004,01,07,04,54,00,85.3,-20,0,Beagle2003Leg5_2004-01-07T04:54:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0015,0.0011,0.0009,0.0006,0.0005,0.0005,0.0005,0.0004,0.0004,0.0004,0.0003,0.0005,0.0006,0.0005,0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-10T02:28:00Z,2004,01,10,02,28,00,89.986,-19.996,0,Beagle2003Leg5_2004-01-10T02:28:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0018,0.0012,0.0008,0.0005,0.0004,0.0004,0.0003,0.0002,0.0003,0.0003,0.0004,0.0008,0.0009,0.0009,0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-10T07:38:00Z,2004,01,10,07,38,00,90.285,-20,0,Beagle2003Leg5_2004-01-10T07:38:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0014,0.0008,0.0005,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0002,0.0003,0.0005,0.0005,0.0005,-0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-18T00:17:00Z,2004,01,18,00,17,00,107.5,-20.002,0,Beagle2003Leg5_2004-01-18T00:17:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0021,0.0013,0.0009,0.0005,0.0004,0.0005,0.0004,0.0004,0.0004,0.0005,0.0005,0.001,0.0013,0.0013,0.0001,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-19T04:09:00Z,2004,01,19,04,09,00,110.15,-21.149,0,Beagle2003Leg5_2004-01-19T04:09:00Z,ap,m-1,NA,NA,NA,NA,NA,0.003,0.0019,0.0014,0.0009,0.0007,0.0007,0.0007,0.0007,0.0007,0.0008,0.0008,0.0015,0.0019,0.0019,0.0002,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-20T00:13:00Z,2004,01,20,00,13,00,111.89,-21.83,0,Beagle2003Leg5_2004-01-20T00:13:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0031,0.0021,0.0014,0.001,0.0008,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.0017,0.0022,0.0021,0.0003,0
Beagle2003Leg5,Beagle,CSIRO,2004-01-20T06:22:00Z,2004,01,20,06,22,00,112.38,-22.002,0,Beagle2003Leg5_2004-01-20T06:22:00Z,ap,m-1,NA,NA,NA,NA,NA,0.0029,0.0018,0.0012,0.0008,0.0006,0.0006,0.0005,0.0005,0.0005,0.0005,0.0007,0.0013,0.0016,0.0014,0.0001,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-11T06:58:00Z,2006,01,11,06,58,00,75.59626,-59.79472,10,05_06_V3_BROKEWEST_2006-01-11T06:58:00Z,ap,m-1,0.0345,0.0338,0.0349,0.0323,0.0315,0.0151,0.0134,0.0105,0.0065,0.0064,0.0052,0.0047,0.0046,0.0048,0.0045,0.0045,0.0099,0.0124,0.0077,0.0005,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-11T06:58:00Z,2006,01,11,06,58,00,75.59626,-59.79472,40,05_06_V3_BROKEWEST_2006-01-11T06:58:00Z,ap,m-1,0.0289,0.0285,0.0302,0.0286,0.027,0.0136,0.012,0.0099,0.0061,0.0056,0.005,0.0047,0.0041,0.0045,0.0044,0.0043,0.009,0.0115,0.0074,0.0005,-0.0003
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-11T06:58:00Z,2006,01,11,06,58,00,75.59626,-59.79472,90,05_06_V3_BROKEWEST_2006-01-11T06:58:00Z,ap,m-1,0.0203,0.0187,0.0181,0.0177,0.0168,0.0099,0.0092,0.008,0.0057,0.0057,0.0049,0.0048,0.0046,0.0047,0.0039,0.0039,0.0053,0.0065,0.0047,0.0011,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-11T11:58:00Z,2006,01,11,11,58,00,75.20721,-59.99405,10,05_06_V3_BROKEWEST_2006-01-11T11:58:00Z,ap,m-1,0.0325,0.0314,0.0311,0.0291,0.0275,0.0132,0.0114,0.0093,0.0062,0.0057,0.0048,0.0045,0.0044,0.0047,0.005,0.0052,0.0088,0.011,0.0071,0.0009,0.0003
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-12T01:32:00Z,2006,01,12,01,32,00,73.90483,-60.67603,20,05_06_V3_BROKEWEST_2006-01-12T01:32:00Z,ap,m-1,0.0549,0.0551,0.0503,0.0464,0.0436,0.0219,0.0183,0.0146,0.0093,0.0088,0.0074,0.0066,0.0061,0.0059,0.0055,0.0056,0.0115,0.0144,0.0094,0.0009,0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-12T01:32:00Z,2006,01,12,01,32,00,73.90483,-60.67603,30,05_06_V3_BROKEWEST_2006-01-12T01:32:00Z,ap,m-1,0.029,0.0309,0.0294,0.0274,0.0262,0.0129,0.0107,0.0086,0.0056,0.0051,0.0042,0.0038,0.0036,0.0039,0.004,0.0042,0.0086,0.0109,0.0069,0.0005,0.0003
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-12T01:32:00Z,2006,01,12,01,32,00,73.90483,-60.67603,80,05_06_V3_BROKEWEST_2006-01-12T01:32:00Z,ap,m-1,0.0143,0.015,0.0138,0.0123,0.0117,0.0066,0.0057,0.0051,0.0035,0.0035,0.0029,0.0025,0.0025,0.0025,0.0024,0.0024,0.0039,0.0049,0.0035,0.001,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-12T07:41:00Z,2006,01,12,07,41,00,72.91206,-61.20598,10,05_06_V3_BROKEWEST_2006-01-12T07:41:00Z,ap,m-1,0.0221,0.0224,0.0224,0.0205,0.0196,0.009,0.0073,0.0056,0.0034,0.0031,0.0026,0.0022,0.0022,0.0024,0.0026,0.0025,0.006,0.0078,0.0051,0.0002,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-12T07:41:00Z,2006,01,12,07,41,00,72.91206,-61.20598,40,05_06_V3_BROKEWEST_2006-01-12T07:41:00Z,ap,m-1,0.0246,0.0249,0.0252,0.0235,0.022,0.0105,0.0089,0.0072,0.0048,0.0044,0.0039,0.0032,0.0033,0.0036,0.0035,0.0034,0.0073,0.0089,0.0058,0.0005,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-13T01:38:00Z,2006,01,13,01,38,00,67.79554,-61.41182,10,05_06_V3_BROKEWEST_2006-01-13T01:38:00Z,ap,m-1,0.0209,0.0217,0.0223,0.0205,0.0194,0.009,0.0075,0.0059,0.0035,0.0034,0.0028,0.0024,0.0024,0.0026,0.0028,0.0029,0.0062,0.0079,0.0054,0.0004,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-13T01:38:00Z,2006,01,13,01,38,00,67.79554,-61.41182,30,05_06_V3_BROKEWEST_2006-01-13T01:38:00Z,ap,m-1,0.0258,0.0266,0.0267,0.0247,0.0237,0.0112,0.0095,0.0076,0.0047,0.0043,0.0036,0.0032,0.0031,0.0034,0.0034,0.0035,0.0076,0.0097,0.0062,0.0004,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-13T10:06:00Z,2006,01,13,10,06,00,65.25152,-61.54261,10,05_06_V3_BROKEWEST_2006-01-13T10:06:00Z,ap,m-1,0.0283,0.0293,0.0327,0.0317,0.0301,0.0134,0.0109,0.0084,0.0049,0.0044,0.0038,0.0035,0.0034,0.0035,0.0038,0.0037,0.0085,0.011,0.0073,0.0001,0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-13T10:06:00Z,2006,01,13,10,06,00,65.25152,-61.54261,40,05_06_V3_BROKEWEST_2006-01-13T10:06:00Z,ap,m-1,0.0248,0.0254,0.0279,0.0265,0.0256,0.0122,0.0107,0.0086,0.0054,0.0046,0.0042,0.0036,0.0037,0.0042,0.0039,0.0036,0.0088,0.0112,0.0068,0.0003,0.0006
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-13T18:49:00Z,2006,01,13,18,49,00,62.67164,-61.6597,10,05_06_V3_BROKEWEST_2006-01-13T18:49:00Z,ap,m-1,0.0211,0.0212,0.0224,0.0207,0.02,0.0097,0.0082,0.0067,0.0038,0.0036,0.0031,0.0027,0.0025,0.0027,0.0027,0.0026,0.0068,0.0086,0.0058,0.0002,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-13T18:49:00Z,2006,01,13,18,49,00,62.67164,-61.6597,20,05_06_V3_BROKEWEST_2006-01-13T18:49:00Z,ap,m-1,0.0295,0.0301,0.0325,0.0308,0.0298,0.014,0.012,0.0097,0.0058,0.0053,0.0047,0.0044,0.0041,0.0043,0.0043,0.0043,0.0095,0.0125,0.0082,0.0003,0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-14T03:41:00Z,2006,01,14,03,41,00,60.12945,-61.7614,10,05_06_V3_BROKEWEST_2006-01-14T03:41:00Z,ap,m-1,0.0054,0.0055,0.0074,0.0076,0.0074,0.0035,0.0031,0.003,0.002,0.0018,0.0019,0.0015,0.002,0.0016,0.0013,0.0013,0.0012,0.002,0.0017,-0.0001,0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-14T03:41:00Z,2006,01,14,03,41,00,60.12945,-61.7614,30,05_06_V3_BROKEWEST_2006-01-14T03:41:00Z,ap,m-1,0.0061,0.0067,0.0079,0.007,0.0073,0.0033,0.0028,0.0024,0.0015,0.0015,0.0014,0.001,0.0011,0.0011,0.0012,0.0009,0.0017,0.0023,0.0015,0.0002,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-14T12:21:00Z,2006,01,14,12,21,00,57.57273,-61.88269,10,05_06_V3_BROKEWEST_2006-01-14T12:21:00Z,ap,m-1,0.0114,0.012,0.0129,0.0121,0.0116,0.005,0.004,0.003,0.0018,0.0017,0.0013,0.0013,0.0014,0.0014,0.0014,0.0013,0.0033,0.0044,0.0027,-0.0001,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-14T12:21:00Z,2006,01,14,12,21,00,57.57273,-61.88269,50,05_06_V3_BROKEWEST_2006-01-14T12:21:00Z,ap,m-1,0.0132,0.0135,0.0152,0.0145,0.0138,0.0063,0.0054,0.0042,0.0025,0.0023,0.0018,0.0016,0.0017,0.0018,0.0018,0.0016,0.0042,0.0055,0.0032,0,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-15T06:03:00Z,2006,01,15,06,03,00,52.51736,-62.00616,10,05_06_V3_BROKEWEST_2006-01-15T06:03:00Z,ap,m-1,0.0071,0.0078,0.0086,0.0082,0.0077,0.0034,0.0028,0.0022,0.0015,0.0013,0.0012,0.0009,0.001,0.0009,0.001,0.0009,0.0019,0.0026,0.0015,0.0002,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-15T06:03:00Z,2006,01,15,06,03,00,52.51736,-62.00616,90,05_06_V3_BROKEWEST_2006-01-15T06:03:00Z,ap,m-1,0.0106,0.0113,0.0129,0.0126,0.012,0.0056,0.0047,0.0038,0.0024,0.0023,0.002,0.0019,0.0018,0.0018,0.0017,0.0014,0.0032,0.0043,0.0027,0.0002,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-16T07:40:00Z,2006,01,16,07,40,00,47.52143,-62.00051,10,05_06_V3_BROKEWEST_2006-01-16T07:40:00Z,ap,m-1,0.0155,0.0164,0.0177,0.0165,0.0157,0.0072,0.0057,0.0044,0.0026,0.0023,0.002,0.0016,0.0017,0.0017,0.0019,0.0017,0.0047,0.0061,0.004,0,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-16T07:40:00Z,2006,01,16,07,40,00,47.52143,-62.00051,50,05_06_V3_BROKEWEST_2006-01-16T07:40:00Z,ap,m-1,0.0219,0.0237,0.0253,0.0238,0.0234,0.011,0.0099,0.0079,0.0047,0.0042,0.0035,0.003,0.0032,0.0035,0.0034,0.0034,0.008,0.0105,0.0061,0.0003,-0.0003
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-16T17:56:00Z,2006,01,16,17,56,00,45.00739,-62.0083,10,05_06_V3_BROKEWEST_2006-01-16T17:56:00Z,ap,m-1,0.0218,0.022,0.0251,0.023,0.0217,0.0104,0.0079,0.0068,0.0032,0.0033,0.0028,0.0026,0.0021,0.0026,0.0031,0.0031,0.0078,0.0096,0.0067,0.0005,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-16T17:56:00Z,2006,01,16,17,56,00,45.00739,-62.0083,50,05_06_V3_BROKEWEST_2006-01-16T17:56:00Z,ap,m-1,0.0324,0.0327,0.0352,0.033,0.0316,0.0162,0.0138,0.0119,0.0069,0.0066,0.0059,0.0053,0.0049,0.0054,0.0051,0.0054,0.0113,0.0141,0.0086,0.0004,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-17T03:31:00Z,2006,01,17,03,31,00,42.48657,-62.00034,10,05_06_V3_BROKEWEST_2006-01-17T03:31:00Z,ap,m-1,0.0054,0.0054,0.0065,0.0063,0.0057,0.0027,0.002,0.0018,0.0011,0.0012,0.0009,0.001,0.0008,0.0009,0.0007,0.0009,0.0016,0.0018,0.0015,0.0001,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-17T03:31:00Z,2006,01,17,03,31,00,42.48657,-62.00034,50,05_06_V3_BROKEWEST_2006-01-17T03:31:00Z,ap,m-1,0.01,0.0097,0.0111,0.0106,0.0098,0.0052,0.004,0.0035,0.0021,0.002,0.0019,0.0018,0.0017,0.0017,0.0017,0.0014,0.0028,0.0032,0.0023,0.0003,0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-17T13:04:00Z,2006,01,17,13,04,00,40.00518,-61.99473,10,05_06_V3_BROKEWEST_2006-01-17T13:04:00Z,ap,m-1,0.0093,0.0096,0.0109,0.0098,0.0097,0.005,0.0037,0.0034,0.0022,0.0025,0.0022,0.0018,0.0018,0.0019,0.0017,0.0017,0.003,0.0036,0.0025,0.0002,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-17T13:04:00Z,2006,01,17,13,04,00,40.00518,-61.99473,55,05_06_V3_BROKEWEST_2006-01-17T13:04:00Z,ap,m-1,0.0212,0.0213,0.0228,0.021,0.0199,0.0098,0.0081,0.0068,0.0038,0.0038,0.0035,0.003,0.0028,0.0032,0.0031,0.0031,0.0062,0.0076,0.0048,0.0004,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-18T08:45:00Z,2006,01,18,08,45,00,34.98738,-62.00673,10,05_06_V3_BROKEWEST_2006-01-18T08:45:00Z,ap,m-1,0.0078,0.0079,0.0093,0.0094,0.0087,0.0047,0.0038,0.0032,0.0023,0.0025,0.0021,0.002,0.002,0.0016,0.0015,0.0016,0.0023,0.0029,0.0024,0.0006,0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-18T08:45:00Z,2006,01,18,08,45,00,34.98738,-62.00673,70,05_06_V3_BROKEWEST_2006-01-18T08:45:00Z,ap,m-1,0.0164,0.0173,0.0204,0.0195,0.019,0.0088,0.0075,0.0062,0.0036,0.0032,0.0028,0.0027,0.0023,0.0024,0.0022,0.0024,0.0061,0.0081,0.0052,0.0008,0.0003
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-18T08:45:00Z,2006,01,18,08,45,00,34.98738,-62.00673,90,05_06_V3_BROKEWEST_2006-01-18T08:45:00Z,ap,m-1,0.0181,0.0187,0.0221,0.021,0.0207,0.0108,0.0096,0.0079,0.0053,0.0053,0.0046,0.0042,0.0043,0.0044,0.004,0.0041,0.0072,0.0091,0.0063,0.0011,0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-19T04:25:00Z,2006,01,19,04,25,00,30.01684,-62.00498,10,05_06_V3_BROKEWEST_2006-01-19T04:25:00Z,ap,m-1,0.0095,0.0091,0.0096,0.0095,0.0089,0.0051,0.0041,0.0036,0.0026,0.0027,0.0024,0.0025,0.0022,0.0019,0.0014,0.0016,0.002,0.0022,0.0019,0.0004,0.0003
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-19T04:25:00Z,2006,01,19,04,25,00,30.01684,-62.00498,70,05_06_V3_BROKEWEST_2006-01-19T04:25:00Z,ap,m-1,0.0209,0.0216,0.0236,0.0224,0.022,0.0124,0.011,0.0091,0.0061,0.0058,0.0048,0.0044,0.0043,0.0044,0.0039,0.0042,0.0077,0.0096,0.0066,0.001,0.0005
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-20T06:26:00Z,2006,01,20,06,26,00,30.01089,-64.00114,10,05_06_V3_BROKEWEST_2006-01-20T06:26:00Z,ap,m-1,0.0076,0.0079,0.0087,0.008,0.0076,0.0043,0.0036,0.0034,0.0024,0.0022,0.0023,0.0021,0.002,0.0018,0.0017,0.0018,0.0025,0.0028,0.0021,0.0004,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-20T06:26:00Z,2006,01,20,06,26,00,30.01089,-64.00114,70,05_06_V3_BROKEWEST_2006-01-20T06:26:00Z,ap,m-1,0.0144,0.0147,0.0165,0.015,0.0146,0.0068,0.0057,0.0046,0.003,0.0026,0.0023,0.0021,0.0021,0.0022,0.0023,0.0023,0.0046,0.0058,0.0038,0.0003,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-21T07:34:00Z,2006,01,21,07,34,00,29.98963,-65.99322,10,05_06_V3_BROKEWEST_2006-01-21T07:34:00Z,ap,m-1,0.0076,0.0071,0.0087,0.0083,0.0075,0.0035,0.0029,0.0023,0.0018,0.0014,0.0013,0.0012,0.0012,0.0011,0.0011,0.0012,0.0021,0.0025,0.0017,0.0002,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-21T07:34:00Z,2006,01,21,07,34,00,29.98963,-65.99322,77,05_06_V3_BROKEWEST_2006-01-21T07:34:00Z,ap,m-1,0.0257,0.0268,0.0315,0.0285,0.0284,0.0135,0.0115,0.0092,0.0057,0.005,0.0045,0.0041,0.0042,0.0049,0.0048,0.005,0.0102,0.0128,0.009,0.0009,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-21T21:13:00Z,2006,01,21,21,13,00,29.98542,-66.99792,10,05_06_V3_BROKEWEST_2006-01-21T21:13:00Z,ap,m-1,0.0116,0.0118,0.0132,0.0123,0.0114,0.0049,0.004,0.0032,0.0023,0.0018,0.0017,0.0015,0.0016,0.0015,0.0015,0.0015,0.0036,0.0045,0.0031,0.0001,0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-21T21:13:00Z,2006,01,21,21,13,00,29.98542,-66.99792,20,05_06_V3_BROKEWEST_2006-01-21T21:13:00Z,ap,m-1,0.0158,0.0154,0.017,0.0156,0.015,0.007,0.0058,0.0049,0.0033,0.0028,0.0027,0.0025,0.0024,0.0024,0.0024,0.0023,0.0046,0.0057,0.0042,0.0003,0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-22T04:41:00Z,2006,01,22,04,41,00,29.98243,-67.49868,25,05_06_V3_BROKEWEST_2006-01-22T04:41:00Z,ap,m-1,0.0195,0.0198,0.0205,0.019,0.0177,0.0077,0.0065,0.0051,0.0033,0.0031,0.0027,0.0027,0.0025,0.0026,0.0026,0.0026,0.0056,0.007,0.0044,0.0004,-0.0002
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T02:05:00Z,2006,01,23,02,05,00,30.01326,-68.68751,10,05_06_V3_BROKEWEST_2006-01-23T02:05:00Z,ap,m-1,0.0303,0.0311,0.034,0.0324,0.0305,0.0119,0.01,0.0079,0.0056,0.0053,0.0047,0.0042,0.0041,0.0044,0.0043,0.0045,0.0099,0.0124,0.0083,0.0007,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T02:05:00Z,2006,01,23,02,05,00,30.01326,-68.68751,30,05_06_V3_BROKEWEST_2006-01-23T02:05:00Z,ap,m-1,0.0389,0.0404,0.0431,0.0405,0.04,0.0175,0.0151,0.012,0.0074,0.0069,0.0061,0.0057,0.0058,0.0074,0.0066,0.0067,0.0143,0.0183,0.0139,0.0007,0
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T10:33:00Z,2006,01,23,10,33,00,29.99578,-68.92784,10,05_06_V3_BROKEWEST_2006-01-23T10:33:00Z,ap,m-1,0.0316,0.0318,0.0332,0.0314,0.0297,0.0119,0.0101,0.0082,0.0056,0.0051,0.0046,0.0042,0.0041,0.0046,0.0045,0.0046,0.0106,0.0132,0.0089,0.0006,-0.0001
05_06_V3_BROKEWEST,BROKEWEST,CSIRO,2006-01-23T10:33:00Z,2006,01,23,10,33,00,29.99578,-68.92784,35,05_06_V3_BROKEWEST_2006-01-23T10:33:00Z,ap,m-1,0.0474,0.0474,0.0504,0.048,0.0468,0.0203,0.0176,0.0146,0.0094,0.009,0.008,0.0074,0.0073,0.0086,0.0079,0.0082,0.0175,0.0218,0.0152,0.0008,-0.0003
