CRUISE,ORIGINAL,COMPILED,Time,Year,Month,Day,Hour,Minute,Second,Longitude,Latitude,Depth,ID,Variable,Units,405,411,443,455,465,489,510,520,530,550,555,560,565,570,590,619,625,665,670,683,715,750
FR101997,NA,CSIRO,1997-12-01T05:26:00Z,1997,12,01,05,26,00,148.79867,-41.2765,0,FR101997_1997-12-01T05:26:00Z,ad,m-1,0.005,0.0048,0.0039,0.0037,0.0034,0.003,NA,0.0024,0.0023,0.002,0.002,0.0019,0.0018,0.0018,NA,0.0013,0.0013,0.001,0.001,0.0009,0.0007,0.0006
FR101997,NA,CSIRO,1997-12-01T05:26:00Z,1997,12,01,05,26,00,148.79867,-41.2765,30,FR101997_1997-12-01T05:26:00Z,ad,m-1,0.0063,0.0061,0.0049,0.0045,0.0042,0.0036,NA,0.0029,0.0027,0.0024,0.0023,0.0022,0.0021,0.0021,NA,0.0015,0.0014,0.0011,0.0011,0.001,0.0008,0.0006
FR101997,NA,CSIRO,1997-12-01T05:26:00Z,1997,12,01,05,26,00,148.79867,-41.2765,100,FR101997_1997-12-01T05:26:00Z,ad,m-1,0.0029,0.0028,0.002,0.0018,0.0016,0.0013,NA,0.0009,0.0008,0.0007,0.0007,0.0006,0.0006,0.0006,NA,0.0003,0.0003,0.0002,0.0002,0.0002,0.0001,0.0001
FR101997,NA,CSIRO,1997-12-01T08:21:00Z,1997,12,01,08,21,00,148.654,-41.26617,0,FR101997_1997-12-01T08:21:00Z,ad,m-1,0.0065,0.0061,0.0044,0.0039,0.0035,0.0028,NA,0.002,0.0018,0.0015,0.0014,0.0013,0.0013,0.0012,NA,0.0007,0.0007,0.0005,0.0004,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-01T08:21:00Z,1997,12,01,08,21,00,148.654,-41.26617,30,FR101997_1997-12-01T08:21:00Z,ad,m-1,0.0031,0.0029,0.0019,0.0016,0.0014,0.0011,NA,0.0007,0.0006,0.0005,0.0005,0.0004,0.0004,0.0004,NA,0.0002,0.0002,0.0001,0.0001,0.0001,0.0001,0
FR101997,NA,CSIRO,1997-12-01T08:21:00Z,1997,12,01,08,21,00,148.654,-41.26617,50,FR101997_1997-12-01T08:21:00Z,ad,m-1,0.005,0.0047,0.0034,0.003,0.0027,0.0022,NA,0.0016,0.0014,0.0011,0.0011,0.001,0.001,0.0009,NA,0.0006,0.0005,0.0004,0.0003,0.0003,0.0002,0.0002
FR101997,NA,CSIRO,1997-12-01T08:21:00Z,1997,12,01,08,21,00,148.654,-41.26617,100,FR101997_1997-12-01T08:21:00Z,ad,m-1,0.006,0.0057,0.0041,0.0037,0.0033,0.0026,NA,0.0019,0.0017,0.0014,0.0014,0.0013,0.0012,0.0012,NA,0.0007,0.0007,0.0005,0.0004,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-01T11:30:00Z,1997,12,01,11,30,00,148.402,-41.26233,0,FR101997_1997-12-01T11:30:00Z,ad,m-1,0.0123,0.0117,0.0086,0.0077,0.0069,0.0055,NA,0.0041,0.0037,0.0031,0.0029,0.0028,0.0027,0.0025,NA,0.0016,0.0015,0.001,0.001,0.0009,0.0006,0.0004
FR101997,NA,CSIRO,1997-12-01T11:30:00Z,1997,12,01,11,30,00,148.402,-41.26233,30,FR101997_1997-12-01T11:30:00Z,ad,m-1,0.0105,0.01,0.0076,0.0068,0.0062,0.0051,NA,0.0038,0.0035,0.0029,0.0028,0.0027,0.0026,0.0025,NA,0.0016,0.0015,0.0011,0.001,0.0009,0.0007,0.0005
FR101997,NA,CSIRO,1997-12-01T11:30:00Z,1997,12,01,11,30,00,148.402,-41.26233,45,FR101997_1997-12-01T11:30:00Z,ad,m-1,0.0117,0.0112,0.0084,0.0076,0.0069,0.0056,NA,0.0042,0.0038,0.0032,0.0031,0.0029,0.0028,0.0027,NA,0.0017,0.0016,0.0011,0.0011,0.001,0.0007,0.0005
FR101997,NA,CSIRO,1997-12-01T11:30:00Z,1997,12,01,11,30,00,148.402,-41.26233,60,FR101997_1997-12-01T11:30:00Z,ad,m-1,0.0102,0.0097,0.007,0.0062,0.0056,0.0044,NA,0.0032,0.0029,0.0023,0.0022,0.0021,0.002,0.0019,NA,0.0012,0.0011,0.0007,0.0007,0.0006,0.0004,0.0003
FR101997,NA,CSIRO,1997-12-01T17:56:00Z,1997,12,01,17,56,00,148.36767,-42.35,0,FR101997_1997-12-01T17:56:00Z,ad,m-1,0.0107,0.0102,0.0077,0.007,0.0063,0.0051,NA,0.0039,0.0035,0.003,0.0029,0.0027,0.0026,0.0025,NA,0.0016,0.0015,0.0011,0.001,0.0009,0.0007,0.0005
FR101997,NA,CSIRO,1997-12-01T17:56:00Z,1997,12,01,17,56,00,148.36767,-42.35,30,FR101997_1997-12-01T17:56:00Z,ad,m-1,0.0101,0.0097,0.0073,0.0065,0.0059,0.0048,NA,0.0036,0.0033,0.0027,0.0026,0.0025,0.0024,0.0023,NA,0.0015,0.0014,0.001,0.0009,0.0008,0.0006,0.0004
FR101997,NA,CSIRO,1997-12-01T17:56:00Z,1997,12,01,17,56,00,148.36767,-42.35,70,FR101997_1997-12-01T17:56:00Z,ad,m-1,0.004,0.0038,0.0029,0.0027,0.0024,0.002,NA,0.0015,0.0014,0.0012,0.0011,0.0011,0.001,0.001,NA,0.0007,0.0006,0.0004,0.0004,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-01T17:56:00Z,1997,12,01,17,56,00,148.36767,-42.35,90,FR101997_1997-12-01T17:56:00Z,ad,m-1,0.007,0.0066,0.0051,0.0046,0.0042,0.0034,NA,0.0026,0.0024,0.002,0.0019,0.0019,0.0018,0.0017,NA,0.0011,0.0011,0.0008,0.0007,0.0006,0.0005,0.0004
FR101997,NA,CSIRO,1997-12-01T20:49:00Z,1997,12,01,20,49,00,148.52567,-42.553,0,FR101997_1997-12-01T20:49:00Z,ad,m-1,0.0128,0.0122,0.0092,0.0082,0.0075,0.0061,NA,0.0046,0.0042,0.0035,0.0034,0.0032,0.0031,0.0029,NA,0.0019,0.0018,0.0012,0.0012,0.0011,0.0008,0.0006
FR101997,NA,CSIRO,1997-12-01T20:49:00Z,1997,12,01,20,49,00,148.52567,-42.553,30,FR101997_1997-12-01T20:49:00Z,ad,m-1,0.0076,0.0073,0.0055,0.005,0.0045,0.0037,NA,0.0028,0.0025,0.0021,0.0021,0.002,0.0019,0.0018,NA,0.0012,0.0011,0.0008,0.0007,0.0007,0.0005,0.0004
FR101997,NA,CSIRO,1997-12-01T20:49:00Z,1997,12,01,20,49,00,148.52567,-42.553,50,FR101997_1997-12-01T20:49:00Z,ad,m-1,0.0123,0.0119,0.0093,0.0085,0.0079,0.0066,NA,0.0052,0.0048,0.0041,0.004,0.0038,0.0037,0.0035,NA,0.0024,0.0023,0.0017,0.0016,0.0015,0.0012,0.0009
FR101997,NA,CSIRO,1997-12-01T20:49:00Z,1997,12,01,20,49,00,148.52567,-42.553,100,FR101997_1997-12-01T20:49:00Z,ad,m-1,0.0035,0.0034,0.0026,0.0023,0.0021,0.0017,NA,0.0013,0.0012,0.001,0.001,0.0009,0.0009,0.0008,NA,0.0006,0.0005,0.0004,0.0004,0.0003,0.0002,0.0002
FR101997,NA,CSIRO,1997-12-02T01:41:00Z,1997,12,02,01,41,00,148.72583,-42.4315,0,FR101997_1997-12-02T01:41:00Z,ad,m-1,0.0055,0.0052,0.0039,0.0035,0.0032,0.0026,NA,0.0019,0.0017,0.0015,0.0014,0.0013,0.0013,0.0012,NA,0.0008,0.0007,0.0005,0.0005,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-02T01:41:00Z,1997,12,02,01,41,00,148.72583,-42.4315,30,FR101997_1997-12-02T01:41:00Z,ad,m-1,0.0053,0.0051,0.0037,0.0033,0.003,0.0024,NA,0.0018,0.0016,0.0013,0.0013,0.0012,0.0012,0.0011,NA,0.0007,0.0006,0.0004,0.0004,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-02T01:41:00Z,1997,12,02,01,41,00,148.72583,-42.4315,100,FR101997_1997-12-02T01:41:00Z,ad,m-1,0.0039,0.0036,0.0025,0.0022,0.002,0.0015,NA,0.0011,0.0009,0.0007,0.0007,0.0007,0.0006,0.0006,NA,0.0003,0.0003,0.0002,0.0002,0.0002,0.0001,0.0001
FR101997,NA,CSIRO,1997-12-03T09:01:00Z,1997,12,03,09,01,00,147.34583,-43.52467,0,FR101997_1997-12-03T09:01:00Z,ad,m-1,0.0111,0.0106,0.0079,0.0071,0.0065,0.0052,NA,0.0039,0.0036,0.003,0.0029,0.0027,0.0026,0.0025,NA,0.0016,0.0015,0.001,0.001,0.0009,0.0007,0.0005
FR101997,NA,CSIRO,1997-12-03T09:01:00Z,1997,12,03,09,01,00,147.34583,-43.52467,10,FR101997_1997-12-03T09:01:00Z,ad,m-1,0.0098,0.0094,0.0071,0.0064,0.0058,0.0047,NA,0.0036,0.0032,0.0027,0.0026,0.0025,0.0024,0.0023,NA,0.0015,0.0014,0.001,0.0009,0.0008,0.0006,0.0005
FR101997,NA,CSIRO,1997-12-03T09:01:00Z,1997,12,03,09,01,00,147.34583,-43.52467,30,FR101997_1997-12-03T09:01:00Z,ad,m-1,0.0086,0.0082,0.0065,0.006,0.0055,0.0046,NA,0.0036,0.0034,0.0029,0.0028,0.0027,0.0026,0.0025,NA,0.0017,0.0017,0.0012,0.0012,0.0011,0.0009,0.0007
FR101997,NA,CSIRO,1997-12-03T13:29:00Z,1997,12,03,13,29,00,147.82817,-43.7231,30,FR101997_1997-12-03T13:29:00Z,ad,m-1,0.0041,0.0038,0.0027,0.0023,0.0021,0.0016,NA,0.0011,0.001,0.0008,0.0007,0.0007,0.0007,0.0006,NA,0.0004,0.0003,0.0002,0.0002,0.0002,0.0001,0.0001
FR101997,NA,CSIRO,1997-12-03T13:29:00Z,1997,12,03,13,29,00,147.82817,-43.7231,70,FR101997_1997-12-03T13:29:00Z,ad,m-1,0.0074,0.0071,0.0053,0.0048,0.0044,0.0035,NA,0.0027,0.0024,0.002,0.002,0.0019,0.0018,0.0017,NA,0.0011,0.001,0.0007,0.0007,0.0006,0.0005,0.0003
FR101997,NA,CSIRO,1997-12-03T13:29:00Z,1997,12,03,13,29,00,147.82817,-43.7231,100,FR101997_1997-12-03T13:29:00Z,ad,m-1,0.0077,0.0073,0.0053,0.0046,0.0042,0.0033,NA,0.0023,0.0021,0.0017,0.0016,0.0016,0.0015,0.0014,NA,0.0008,0.0008,0.0005,0.0005,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-03T13:29:00Z,1997,12,03,13,29,00,147.82817,-43.7231,150,FR101997_1997-12-03T13:29:00Z,ad,m-1,0.0076,0.0072,0.0052,0.0046,0.0042,0.0033,NA,0.0024,0.0021,0.0017,0.0017,0.0016,0.0015,0.0014,NA,0.0009,0.0008,0.0005,0.0005,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-04T10:03:00Z,1997,12,04,10,03,00,146.614,-43.67933,0,FR101997_1997-12-04T10:03:00Z,ad,m-1,0.0087,0.0084,0.0068,0.0063,0.0059,0.005,NA,0.0041,0.0038,0.0034,0.0033,0.0032,0.0031,0.003,NA,0.0022,0.0021,0.0016,0.0015,0.0014,0.0011,0.0009
FR101997,NA,CSIRO,1997-12-04T10:03:00Z,1997,12,04,10,03,00,146.614,-43.67933,15,FR101997_1997-12-04T10:03:00Z,ad,m-1,0.0085,0.0082,0.0067,0.0062,0.0058,0.0049,NA,0.004,0.0038,0.0033,0.0032,0.0031,0.003,0.0029,NA,0.0021,0.002,0.0016,0.0015,0.0014,0.0011,0.0009
FR101997,NA,CSIRO,1997-12-04T10:03:00Z,1997,12,04,10,03,00,146.614,-43.67933,30,FR101997_1997-12-04T10:03:00Z,ad,m-1,0.0063,0.0061,0.0049,0.0045,0.0042,0.0036,NA,0.0029,0.0027,0.0023,0.0023,0.0022,0.0021,0.002,NA,0.0015,0.0014,0.0011,0.001,0.0009,0.0008,0.0006
FR101997,NA,CSIRO,1997-12-04T10:03:00Z,1997,12,04,10,03,00,146.614,-43.67933,45,FR101997_1997-12-04T10:03:00Z,ad,m-1,0.0066,0.0063,0.0048,0.0043,0.004,0.0032,NA,0.0024,0.0022,0.0019,0.0018,0.0017,0.0017,0.0016,NA,0.001,0.001,0.0007,0.0007,0.0006,0.0005,0.0003
FR101997,NA,CSIRO,1997-12-04T15:39:00Z,1997,12,04,15,39,00,146.6075,-44.07517,0,FR101997_1997-12-04T15:39:00Z,ad,m-1,0.0064,0.0061,0.0044,0.0039,0.0036,0.0028,NA,0.002,0.0018,0.0015,0.0015,0.0014,0.0013,0.0012,NA,0.0008,0.0007,0.0005,0.0005,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-04T15:39:00Z,1997,12,04,15,39,00,146.6075,-44.07517,30,FR101997_1997-12-04T15:39:00Z,ad,m-1,0.0064,0.0061,0.0047,0.0043,0.0039,0.0032,NA,0.0025,0.0023,0.0019,0.0019,0.0018,0.0017,0.0016,NA,0.0011,0.001,0.0008,0.0007,0.0006,0.0005,0.0004
FR101997,NA,CSIRO,1997-12-04T15:39:00Z,1997,12,04,15,39,00,146.6075,-44.07517,60,FR101997_1997-12-04T15:39:00Z,ad,m-1,0.0175,0.0167,0.0128,0.0116,0.0106,0.0086,NA,0.0066,0.006,0.0051,0.0049,0.0047,0.0045,0.0043,NA,0.0028,0.0027,0.0019,0.0018,0.0016,0.0012,0.0009
FR101997,NA,CSIRO,1997-12-04T15:39:00Z,1997,12,04,15,39,00,146.6075,-44.07517,100,FR101997_1997-12-04T15:39:00Z,ad,m-1,0.0057,0.0054,0.004,0.0036,0.0033,0.0026,NA,0.0019,0.0018,0.0015,0.0014,0.0013,0.0013,0.0012,NA,0.0008,0.0007,0.0005,0.0005,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-04T15:39:00Z,1997,12,04,15,39,00,146.6075,-44.07517,150,FR101997_1997-12-04T15:39:00Z,ad,m-1,0.0049,0.0047,0.0035,0.0031,0.0029,0.0023,NA,0.0017,0.0016,0.0013,0.0013,0.0012,0.0012,0.0011,NA,0.0007,0.0007,0.0005,0.0004,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-04T15:39:00Z,1997,12,04,15,39,00,146.6075,-44.07517,200,FR101997_1997-12-04T15:39:00Z,ad,m-1,0.0051,0.0049,0.0036,0.0032,0.0029,0.0023,NA,0.0017,0.0015,0.0013,0.0012,0.0012,0.0011,0.0011,NA,0.0007,0.0006,0.0004,0.0004,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-04T18:36:00Z,1997,12,04,18,36,00,146.60933,-44.194,0,FR101997_1997-12-04T18:36:00Z,ad,m-1,0.0062,0.006,0.0046,0.0042,0.0038,0.0031,NA,0.0024,0.0022,0.0019,0.0018,0.0017,0.0017,0.0016,NA,0.0011,0.001,0.0007,0.0007,0.0006,0.0005,0.0004
FR101997,NA,CSIRO,1997-12-04T18:36:00Z,1997,12,04,18,36,00,146.60933,-44.194,30,FR101997_1997-12-04T18:36:00Z,ad,m-1,0.0069,0.0067,0.0053,0.0049,0.0045,0.0038,NA,0.003,0.0028,0.0024,0.0024,0.0023,0.0022,0.0021,NA,0.0015,0.0014,0.0011,0.001,0.0009,0.0008,0.0006
FR101997,NA,CSIRO,1997-12-04T18:36:00Z,1997,12,04,18,36,00,146.60933,-44.194,100,FR101997_1997-12-04T18:36:00Z,ad,m-1,0.007,0.0067,0.0051,0.0046,0.0042,0.0034,NA,0.0026,0.0024,0.002,0.0019,0.0018,0.0018,0.0017,NA,0.0011,0.001,0.0007,0.0007,0.0006,0.0005,0.0004
FR101997,NA,CSIRO,1997-12-04T18:36:00Z,1997,12,04,18,36,00,146.60933,-44.194,200,FR101997_1997-12-04T18:36:00Z,ad,m-1,0.0041,0.0039,0.0031,0.0028,0.0026,0.0022,NA,0.0017,0.0016,0.0013,0.0013,0.0012,0.0012,0.0011,NA,0.0008,0.0007,0.0005,0.0005,0.0005,0.0004,0.0003
FR101997,NA,CSIRO,1997-12-05T03:11:00Z,1997,12,05,03,11,00,145.37917,-43.69283,0,FR101997_1997-12-05T03:11:00Z,ad,m-1,0.0057,0.0055,0.0041,0.0036,0.0033,0.0027,NA,0.002,0.0018,0.0015,0.0014,0.0014,0.0013,0.0012,NA,0.0008,0.0007,0.0005,0.0005,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-05T03:11:00Z,1997,12,05,03,11,00,145.37917,-43.69283,30,FR101997_1997-12-05T03:11:00Z,ad,m-1,0.0062,0.0058,0.0039,0.0034,0.003,0.0022,NA,0.0015,0.0013,0.001,0.001,0.0009,0.0008,0.0008,NA,0.0004,0.0004,0.0002,0.0002,0.0002,0.0001,0.0001
FR101997,NA,CSIRO,1997-12-05T03:11:00Z,1997,12,05,03,11,00,145.37917,-43.69283,100,FR101997_1997-12-05T03:11:00Z,ad,m-1,0.0054,0.0052,0.004,0.0036,0.0033,0.0028,NA,0.0021,0.002,0.0017,0.0016,0.0015,0.0015,0.0014,NA,0.0009,0.0009,0.0007,0.0006,0.0006,0.0004,0.0003
FR101997,NA,CSIRO,1997-12-05T03:11:00Z,1997,12,05,03,11,00,145.37917,-43.69283,150,FR101997_1997-12-05T03:11:00Z,ad,m-1,0.0033,0.0032,0.0025,0.0023,0.0022,0.0018,NA,0.0015,0.0014,0.0012,0.0012,0.0011,0.0011,0.001,NA,0.0007,0.0007,0.0005,0.0005,0.0005,0.0004,0.0003
FR101997,NA,CSIRO,1997-12-05T09:10:00Z,1997,12,05,09,10,00,145.7135,-43.46683,0,FR101997_1997-12-05T09:10:00Z,ad,m-1,0.0089,0.0087,0.0073,0.0068,0.0064,0.0056,NA,0.0047,0.0044,0.004,0.0039,0.0038,0.0037,0.0036,NA,0.0027,0.0026,0.0021,0.002,0.0019,0.0016,0.0013
FR101997,NA,CSIRO,1997-12-05T09:10:00Z,1997,12,05,09,10,00,145.7135,-43.46683,20,FR101997_1997-12-05T09:10:00Z,ad,m-1,0.007,0.0067,0.0052,0.0047,0.0043,0.0035,NA,0.0027,0.0025,0.0021,0.0021,0.002,0.0019,0.0018,NA,0.0012,0.0012,0.0008,0.0008,0.0007,0.0006,0.0004
FR101997,NA,CSIRO,1997-12-05T09:10:00Z,1997,12,05,09,10,00,145.7135,-43.46683,30,FR101997_1997-12-05T09:10:00Z,ad,m-1,0.005,0.0048,0.0037,0.0034,0.0031,0.0025,NA,0.002,0.0018,0.0015,0.0015,0.0014,0.0014,0.0013,NA,0.0009,0.0008,0.0006,0.0006,0.0005,0.0004,0.0003
FR101997,NA,CSIRO,1997-12-05T09:10:00Z,1997,12,05,09,10,00,145.7135,-43.46683,150,FR101997_1997-12-05T09:10:00Z,ad,m-1,0.0039,0.0037,0.0027,0.0024,0.0021,0.0017,NA,0.0012,0.0011,0.0009,0.0008,0.0008,0.0008,0.0007,NA,0.0004,0.0004,0.0003,0.0003,0.0002,0.0002,0.0001
FR101997,NA,CSIRO,1997-12-05T12:57:00Z,1997,12,05,12,57,00,145.87667,-43.35633,0,FR101997_1997-12-05T12:57:00Z,ad,m-1,0.0635,0.0605,0.0452,0.0406,0.0368,0.0296,NA,0.0222,0.0201,0.0168,0.0162,0.0154,0.0147,0.014,NA,0.0089,0.0084,0.0059,0.0056,0.0049,0.0037,0.0027
FR101997,NA,CSIRO,1997-12-05T12:57:00Z,1997,12,05,12,57,00,145.87667,-43.35633,15,FR101997_1997-12-05T12:57:00Z,ad,m-1,0.0083,0.008,0.0064,0.0059,0.0054,0.0046,NA,0.0037,0.0034,0.0029,0.0029,0.0027,0.0026,0.0025,NA,0.0018,0.0017,0.0013,0.0012,0.0011,0.0009,0.0007
FR101997,NA,CSIRO,1997-12-05T12:57:00Z,1997,12,05,12,57,00,145.87667,-43.35633,30,FR101997_1997-12-05T12:57:00Z,ad,m-1,0.0063,0.006,0.0044,0.0039,0.0035,0.0028,NA,0.0021,0.0019,0.0015,0.0015,0.0014,0.0013,0.0013,NA,0.0008,0.0007,0.0005,0.0005,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-05T12:57:00Z,1997,12,05,12,57,00,145.87667,-43.35633,45,FR101997_1997-12-05T12:57:00Z,ad,m-1,0.0076,0.0073,0.0055,0.005,0.0046,0.0037,NA,0.0028,0.0026,0.0022,0.0021,0.002,0.0019,0.0018,NA,0.0012,0.0011,0.0008,0.0008,0.0007,0.0005,0.0004
FR101997,NA,CSIRO,1997-12-05T12:57:00Z,1997,12,05,12,57,00,145.87667,-43.35633,60,FR101997_1997-12-05T12:57:00Z,ad,m-1,0.008,0.0076,0.0057,0.0051,0.0047,0.0038,NA,0.0028,0.0026,0.0022,0.0021,0.002,0.0019,0.0018,NA,0.0012,0.0011,0.0008,0.0007,0.0006,0.0005,0.0004
FR101997,NA,CSIRO,1997-12-05T23:34:00Z,1997,12,05,23,34,00,144.60117,-42.39983,0,FR101997_1997-12-05T23:34:00Z,ad,m-1,0.0129,0.0123,0.0094,0.0085,0.0077,0.0063,NA,0.0048,0.0044,0.0037,0.0036,0.0034,0.0033,0.0031,NA,0.002,0.0019,0.0014,0.0013,0.0012,0.0009,0.0007
FR101997,NA,CSIRO,1997-12-05T23:34:00Z,1997,12,05,23,34,00,144.60117,-42.39983,30,FR101997_1997-12-05T23:34:00Z,ad,m-1,0.0077,0.0074,0.0057,0.0051,0.0047,0.0039,NA,0.003,0.0027,0.0023,0.0022,0.0021,0.002,0.002,NA,0.0013,0.0012,0.0009,0.0009,0.0008,0.0006,0.0004
FR101997,NA,CSIRO,1997-12-05T23:34:00Z,1997,12,05,23,34,00,144.60117,-42.39983,100,FR101997_1997-12-05T23:34:00Z,ad,m-1,0.0128,0.0123,0.0094,0.0085,0.0078,0.0064,NA,0.0049,0.0045,0.0038,0.0037,0.0035,0.0034,0.0032,NA,0.0022,0.002,0.0015,0.0014,0.0013,0.001,0.0007
FR101997,NA,CSIRO,1997-12-05T23:34:00Z,1997,12,05,23,34,00,144.60117,-42.39983,150,FR101997_1997-12-05T23:34:00Z,ad,m-1,0.0086,0.0082,0.0061,0.0054,0.0049,0.0039,NA,0.0029,0.0026,0.0022,0.0021,0.002,0.0019,0.0018,NA,0.0011,0.0011,0.0007,0.0007,0.0006,0.0005,0.0003
FR101997,NA,CSIRO,1997-12-06T04:23:00Z,1997,12,06,04,23,00,144.8215,-42.316,0,FR101997_1997-12-06T04:23:00Z,ad,m-1,0.003,0.0028,0.0021,0.0019,0.0017,0.0014,NA,0.0011,0.001,0.0008,0.0008,0.0008,0.0007,0.0007,NA,0.0004,0.0004,0.0003,0.0003,0.0002,0.0002,0.0001
FR101997,NA,CSIRO,1997-12-06T04:23:00Z,1997,12,06,04,23,00,144.8215,-42.316,30,FR101997_1997-12-06T04:23:00Z,ad,m-1,0.0023,0.0023,0.0018,0.0017,0.0016,0.0014,NA,0.0011,0.0011,0.0009,0.0009,0.0009,0.0009,0.0008,NA,0.0006,0.0006,0.0005,0.0004,0.0004,0.0003,0.0003
FR101997,NA,CSIRO,1997-12-06T04:23:00Z,1997,12,06,04,23,00,144.8215,-42.316,70,FR101997_1997-12-06T04:23:00Z,ad,m-1,0.0037,0.0036,0.0028,0.0026,0.0024,0.002,NA,0.0016,0.0014,0.0012,0.0012,0.0012,0.0011,0.0011,NA,0.0007,0.0007,0.0005,0.0005,0.0005,0.0004,0.0003
FR101997,NA,CSIRO,1997-12-06T08:11:00Z,1997,12,06,08,11,00,145.13117,-42.20083,0,FR101997_1997-12-06T08:11:00Z,ad,m-1,0.0524,0.0497,0.036,0.032,0.0287,0.0226,NA,0.0164,0.0147,0.0121,0.0116,0.011,0.0104,0.0099,NA,0.006,0.0056,0.0038,0.0036,0.0031,0.0023,0.0016
FR101997,NA,CSIRO,1997-12-06T08:11:00Z,1997,12,06,08,11,00,145.13117,-42.20083,15,FR101997_1997-12-06T08:11:00Z,ad,m-1,0.013,0.0124,0.0089,0.0079,0.0071,0.0056,NA,0.004,0.0036,0.0029,0.0028,0.0027,0.0025,0.0024,NA,0.0015,0.0014,0.0009,0.0009,0.0007,0.0005,0.0004
FR101997,NA,CSIRO,1997-12-06T08:11:00Z,1997,12,06,08,11,00,145.13117,-42.20083,30,FR101997_1997-12-06T08:11:00Z,ad,m-1,0.0046,0.0044,0.0032,0.0029,0.0026,0.0021,NA,0.0015,0.0014,0.0012,0.0011,0.0011,0.001,0.001,NA,0.0006,0.0006,0.0004,0.0004,0.0003,0.0002,0.0002
FR101997,NA,CSIRO,1997-12-06T08:11:00Z,1997,12,06,08,11,00,145.13117,-42.20083,45,FR101997_1997-12-06T08:11:00Z,ad,m-1,0.0133,0.0127,0.0098,0.0089,0.0081,0.0067,NA,0.0051,0.0047,0.004,0.0039,0.0037,0.0035,0.0034,NA,0.0023,0.0021,0.0015,0.0015,0.0013,0.001,0.0008
FR101997,NA,CSIRO,1997-12-06T08:11:00Z,1997,12,06,08,11,00,145.13117,-42.20083,50,FR101997_1997-12-06T08:11:00Z,ad,m-1,0.0175,0.0167,0.0128,0.0115,0.0105,0.0086,NA,0.0065,0.006,0.005,0.0049,0.0047,0.0045,0.0043,NA,0.0028,0.0027,0.0019,0.0018,0.0016,0.0012,0.0009
FR101997,NA,CSIRO,1997-12-06T15:55:00Z,1997,12,06,15,55,00,143.83433,-41.33333,0,FR101997_1997-12-06T15:55:00Z,ad,m-1,0.0061,0.0059,0.0046,0.0042,0.0039,0.0033,NA,0.0026,0.0024,0.002,0.002,0.0019,0.0018,0.0017,NA,0.0012,0.0011,0.0008,0.0008,0.0007,0.0006,0.0004
FR101997,NA,CSIRO,1997-12-06T15:55:00Z,1997,12,06,15,55,00,143.83433,-41.33333,30,FR101997_1997-12-06T15:55:00Z,ad,m-1,0.0112,0.0107,0.0084,0.0077,0.0071,0.0059,NA,0.0046,0.0042,0.0036,0.0035,0.0034,0.0032,0.0031,NA,0.0021,0.002,0.0015,0.0014,0.0013,0.001,0.0008
FR101997,NA,CSIRO,1997-12-06T15:55:00Z,1997,12,06,15,55,00,143.83433,-41.33333,100,FR101997_1997-12-06T15:55:00Z,ad,m-1,0.0081,0.0078,0.0061,0.0056,0.0052,0.0043,NA,0.0034,0.0032,0.0027,0.0026,0.0025,0.0024,0.0023,NA,0.0016,0.0016,0.0012,0.0011,0.001,0.0008,0.0006
FR101997,NA,CSIRO,1997-12-06T15:55:00Z,1997,12,06,15,55,00,143.83433,-41.33333,150,FR101997_1997-12-06T15:55:00Z,ad,m-1,0.0049,0.0047,0.0035,0.0031,0.0029,0.0023,NA,0.0017,0.0016,0.0013,0.0012,0.0012,0.0011,0.0011,NA,0.0007,0.0006,0.0004,0.0004,0.0004,0.0003,0.0002
FR101997,NA,CSIRO,1997-12-06T22:51:00Z,1997,12,06,22,51,00,144.121,-41.16717,0,FR101997_1997-12-06T22:51:00Z,ad,m-1,0.0173,0.0165,0.0121,0.0108,0.0097,0.0077,NA,0.0056,0.0051,0.0042,0.004,0.0038,0.0036,0.0035,NA,0.0021,0.002,0.0014,0.0013,0.0011,0.0008,0.0006
FR101997,NA,CSIRO,1997-12-06T22:51:00Z,1997,12,06,22,51,00,144.121,-41.16717,30,FR101997_1997-12-06T22:51:00Z,ad,m-1,0.0082,0.0078,0.0058,0.0052,0.0047,0.0037,NA,0.0028,0.0025,0.0021,0.002,0.0019,0.0018,0.0017,NA,0.0011,0.001,0.0007,0.0007,0.0006,0.0004,0.0003
