Computed in 10Optics2_Marshall_sensitivity_carbon.R
# aPH compiled from literature (Literature_spectra6.xls) (m2 mgChla-1)
# aPS reconstructed based on Bidigare/Babin/Hickman (m2 mgChla-1)
# b converted to mol-specific from Dutkiewicz2015 (m2 mmolC-1)
# non-spectral bb converted to mol-specific from Dutkiewicz2015 (m2 molC-1)
Format I4,3F10.4,F20.14
*** Others ***
 400    0.0278    0.0168    0.0679    0.000116978
 425    0.0337    0.0190    0.0641    0.000116978
 450    0.0341    0.0165    0.0639    0.000116978
 475    0.0281    0.0119    0.0650    0.000116978
 500    0.0208    0.0093    0.0680    0.000116978
 525    0.0113    0.0071    0.0679    0.000116978
 550    0.0083    0.0059    0.0663    0.000116978
 575    0.0061    0.0044    0.0643    0.000116978
 600    0.0052    0.0037    0.0609    0.000116978
 625    0.0061    0.0043    0.0574    0.000116978
 650    0.0076    0.0055    0.0539    0.000116978
 675    0.0137    0.0097    0.0508    0.000116978
 700    0.0058    0.0043    0.0554    0.000116978
*** Diatom ***
 400    0.0124    0.0124    0.0422    2.88e-06
 425    0.0140    0.0140    0.0403    2.88e-06
 450    0.0139    0.0139    0.0403    2.88e-06
 475    0.0114    0.0114    0.0425    2.88e-06
 500    0.0093    0.0093    0.0434    2.88e-06
 525    0.0059    0.0059    0.0442    2.88e-06
 550    0.0038    0.0038    0.0437    2.88e-06
 575    0.0026    0.0026    0.0431    2.88e-06
 600    0.0024    0.0024    0.0421    2.88e-06
 625    0.0029    0.0029    0.0409    2.88e-06
 650    0.0034    0.0034    0.0388    2.88e-06
 675    0.0068    0.0068    0.0359    2.88e-06
 700    0.0031    0.0031    0.0371    2.88e-06
