newDATANUMBER,oldDATANUMBER,DATABASE,Number,Proben ID,Event label,Device,Station,Depth(m),Date,Year,Month,Day,Time(UTC),lon,lat,MgDVP,Chla,Diva,Chlida,MTChla,Chlb,Divb,Chlidb,MTChlb,Chl c1+2,Chl c3,MTChlc,Peridinin,19-But,19-Hex,Fuco,Prasino,MPSC,Zea,Lutein,Diadino,Diato,a-caroten,b-caroten,Neo,MTViola_Neo,Allo,MTZea_Lut,Viola,MTDD_DT,MTAlpha_Beta,MPPC,NumberPPC,MYFLAG5,MTC,MAP,MTP,M(TChla-AP)/TP%,MYFLAG3,MDP,MfdChla
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,6.6,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.763,0,0.005,0.768,0.522,0,NA,0.522,0,0.09,0.201,0.044,0.047,0,0.165,0.055,0.311,0.134,0,0.13,0.007,0,NA,0.047,0.068,0.015,0.134,0.021,0.137,0,0.307,5,0,0.618,1.341,2.109,27.16927454,3,0.9626,0.241689175
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,26.3,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.339,0,0.001,0.34,0.321,0,NA,0.321,0,0.043,0.082,0.018,0.029,0,0.064,0.032,0.143,0.037,0.001,0.031,0.002,0,NA,0.027,0.034,0.011,0.038,0.007,0.033,0,0.089,5,0,0.232,0.635,0.975,30.25641026,3,0.4884,0.184766585
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,50.7,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.115,0,0.001,0.116,0.13,0,NA,0.13,0,0.029,0.062,0.005,0.021,0,0.028,0.015,0.069,0.01,0.001,0.012,0.001,0,NA,0.011,0.014,0.007,0.011,0.003,0.013,0,0.034,5,0,0.103,0.295,0.411,43.55231144,3,0.19798,0.199414082
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,76.1,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.069,0,0.001,0.07,0.07,0,NA,0.07,0,0.018,0.039,0.004,0.015,0,0.019,0.009,0.047,0.006,0,0.009,0.001,0,NA,0.004,0.006,0.007,0.006,0.002,0.01,0,0.025,5,0,0.072,0.181,0.251,44.22310757,3,0.11774,0.227535247
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,101.4,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.048,0,0.001,0.049,0.043,0,NA,0.043,0,0.014,0.031,0.002,0.01,0,0.015,0.007,0.034,0.006,0,0.008,0.001,0,NA,0.003,0.003,0.006,0.006,0,0.009,0,0.021,5,0,0.055,0.129,0.178,44.94382022,3,0.07966,0.265503389
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,127,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.041,0,0.001,0.042,0.037,0,NA,0.037,0,0.013,0.033,0,0.009,0,0.013,0.006,0.028,0.004,0,0.006,0,0,NA,0.002,0.003,0.004,0.004,0.001,0.006,0,0.015,5,0,0.043,0.113,0.155,45.80645161,3,0.06469,0.283351368
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,152,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.026,0,0.001,0.027,0.026,0,NA,0.026,0,0.009,0.017,0.002,0.006,0,0.01,0.005,0.023,0.003,0,0.005,0,0,NA,0,0.001,0.003,0.003,0.001,0.005,0,0.012,5,0,0.035,0.078,0.105,48.57142857,3,0.04966,0.283930729
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,175.4,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.027,0,0.001,0.028,0.027,0,NA,0.027,0,0.008,0.016,0.002,0.007,0,0.011,0.005,0.025,0.003,0,0.005,0,0,NA,0.004,0.005,0.003,0.003,0.001,0.005,0,0.012,5,0,0.037,0.08,0.108,48.14814815,3,0.05243,0.295823002
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,201.5,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.017,0,0.001,0.018,0.023,0,NA,0.023,0,0.01,0.03,0,0.005,0,0.009,0.005,0.019,0.002,0,0.005,0,0,NA,0.003,0.003,0.004,0.002,0,0.005,0,0.011,5,0,0.03,0.083,0.101,64.35643564,3,0.04179,0.303661163
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,225.5,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.018,0,0,0.018,0.021,0,NA,0.021,0,0.007,0.016,0,0.004,0,0.007,0.004,0.015,0.002,0,0.004,0,0,NA,0,0.001,0.003,0.002,0.001,0.004,0,0.01,5,0,0.025,0.062,0.08,55,3,0.036,0.274166667
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,250.7,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.016,0,0.001,0.017,0.021,0,NA,0.021,0,0.007,0.019,0.001,0.004,0,0.008,0.004,0.017,0.001,0,0.004,0,0,NA,0.002,0.002,0.003,0.001,0,0.004,0,0.008,5,0,0.025,0.065,0.082,58.53658537,3,0.03796,0.2971549
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,2,305.5,30/10/2001,2001,10,30,03:43,146.3485,-44.006,NA,0.013,0,0,0.013,0.018,0,NA,0.018,0,0.004,0.011,0.002,0.004,0,0.006,0.004,0.016,0.002,0,0.004,0,0,NA,0,0.001,0.002,0.002,0.001,0.004,0,0.009,5,0,0.025,0.054,0.067,61.19402985,3,0.03378,0.25044405
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,3,5.2,30/10/2001,2001,10,30,06:13,146.306,-44.05283,NA,1.332,0,0.008,1.34,0.882,0,NA,0.882,0,0.1,0.245,0.059,0.065,0,0.279,0.094,0.497,0.217,0,0.152,0.008,0,NA,0.079,0.111,0.048,0.217,0.032,0.16,0,0.457,5,0,0.954,2.081,3.421,21.66033324,3,1.60557,0.245015789
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,3,26.8,30/10/2001,2001,10,30,06:13,146.306,-44.05283,NA,0.907,0,0.005,0.912,0.645,0,NA,0.645,0,0.07,0.173,0.044,0.043,0,0.21,0.07,0.367,0.163,0,0.111,0.006,0,NA,0.063,0.086,0.028,0.163,0.023,0.117,0,0.331,5,0,0.698,1.516,2.428,24.87644152,3,1.18162,0.250588176
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,3,51.1,30/10/2001,2001,10,30,06:13,146.306,-44.05283,NA,0.811,0,0.008,0.819,0.579,0,NA,0.579,0,0.081,0.185,0.038,0.048,0,0.192,0.062,0.34,0.13,0,0.081,0.005,0,NA,0.056,0.073,0.038,0.13,0.017,0.086,0,0.271,5,0,0.611,1.375,2.194,25.34184139,3,1.06049,0.25527822
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,3,75.4,30/10/2001,2001,10,30,06:13,146.306,-44.05283,NA,0.131,0,0.001,0.132,0.138,0,NA,0.138,0,0.038,0.07,0.01,0.035,0,0.044,0.018,0.107,0.014,0.001,0.017,0.002,0,NA,0.013,0.016,0.01,0.015,0.003,0.019,0,0.047,5,0,0.154,0.362,0.494,46.55870445,3,0.24581,0.252390057
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,3,99.9,30/10/2001,2001,10,30,06:13,146.306,-44.05283,NA,0.234,0,0.001,0.235,0.251,0,NA,0.251,0,0.035,0.063,0.012,0.026,0,0.055,0.027,0.12,0.02,0,0.017,0.001,0,NA,0.022,0.027,0.012,0.02,0.005,0.018,0,0.055,5,0,0.175,0.489,0.724,35.08287293,3,0.38148,0.203287197
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,3,148.6,30/10/2001,2001,10,30,06:13,146.306,-44.05283,NA,0.031,0,0.001,0.032,0.036,0,NA,0.036,0,0.007,0.013,0.001,0.005,0,0.011,0.005,0.022,0.003,0,0.004,0,0,NA,0.003,0.003,0.006,0.003,0,0.004,0,0.013,5,0,0.035,0.084,0.116,44.82758621,3,0.06121,0.253389969
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,4,6.3,30/10/2001,2001,10,30,08:37,146.236,-44.11083,NA,0.864,0,0.006,0.87,0.732,0,NA,0.732,0,0.066,0.149,0.042,0.036,0,0.151,0.077,0.306,0.18,0.003,0.103,0.005,0,NA,0.06,0.086,0.022,0.183,0.026,0.108,0,0.339,5,0,0.645,1.526,2.396,27.37896494,3,1.19205,0.17860828
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,4,26.1,30/10/2001,2001,10,30,08:37,146.236,-44.11083,NA,0.942,0,0.005,0.947,0.735,0,NA,0.735,0,0.07,0.156,0.047,0.041,0,0.162,0.079,0.329,0.181,0,0.111,0.006,0,NA,0.068,0.095,0.024,0.181,0.027,0.117,0,0.349,5,0,0.678,1.569,2.516,24.7217806,3,1.22145,0.187007245
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,4,51.9,30/10/2001,2001,10,30,08:37,146.236,-44.11083,NA,0.797,0,0.003,0.8,0.664,0,NA,0.664,0,0.066,0.142,0.038,0.035,0,0.139,0.073,0.285,0.151,0,0.088,0.005,0,NA,0.063,0.088,0.02,0.151,0.025,0.093,0,0.289,5,0,0.574,1.38,2.18,26.60550459,3,1.07432,0.182431678
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,4,76.5,30/10/2001,2001,10,30,08:37,146.236,-44.11083,NA,0.176,0,0.001,0.177,0.18,0,NA,0.18,0,0.037,0.06,0.008,0.025,0,0.053,0.02,0.106,0.012,0,0.015,0.002,0,NA,0.014,0.018,0.006,0.012,0.004,0.017,0,0.039,5,0,0.145,0.385,0.562,37.01067616,3,0.29048,0.257263839
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,4,102.2,30/10/2001,2001,10,30,08:37,146.236,-44.11083,NA,0.111,0,0.002,0.113,0.119,0,NA,0.119,0,0.025,0.044,0.006,0.024,0,0.047,0.017,0.094,0.008,0,0.016,0,0,NA,0.014,0.016,0.008,0.008,0.002,0.016,0,0.034,5,0,0.128,0.291,0.404,44.05940594,3,0.215,0.308232558
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,4,151,30/10/2001,2001,10,30,08:37,146.236,-44.11083,NA,0.084,0,0.003,0.087,0.08,0,NA,0.08,0,0.023,0.039,0.003,0.016,0,0.032,0.01,0.061,0.006,0,0.009,0,0,NA,0.008,0.01,0.008,0.006,0.002,0.009,0,0.025,5,0,0.086,0.205,0.292,40.4109589,3,0.14571,0.309656166
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,5,10.4,31/10/2001,2001,10,31,15:08,146.221,-44.37033,NA,0.593,0,0.002,0.595,0.367,0,NA,0.367,0,0.067,0.14,0.028,0.047,0,0.099,0.039,0.213,0.147,0,0.075,0.007,0,NA,0.039,0.051,0.021,0.147,0.012,0.082,0,0.262,5,0,0.475,0.982,1.577,24.54026633,3,0.70521,0.197941039
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,5,30.9,31/10/2001,2001,10,31,15:08,146.221,-44.37033,NA,0.496,0,0.004,0.5,0.303,0,NA,0.303,0,0.047,0.1,0.025,0.031,0,0.082,0.031,0.169,0.108,0,0.055,0.003,0,NA,0.028,0.038,0.016,0.108,0.01,0.058,0,0.192,5,0,0.361,0.764,1.264,20.88607595,3,0.57023,0.20276029
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,5,44.8,31/10/2001,2001,10,31,15:08,146.221,-44.37033,NA,0.445,0,0.001,0.446,0.388,0,NA,0.388,0,0.049,0.095,0.021,0.032,0,0.099,0.042,0.194,0.062,0,0.037,0.002,0,NA,0.036,0.047,0.018,0.062,0.011,0.039,0,0.13,5,0,0.324,0.807,1.253,28.81085395,3,0.6364,0.21934318
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,5,59.9,31/10/2001,2001,10,31,15:08,146.221,-44.37033,NA,0.152,0,0.001,0.153,0.177,0,NA,0.177,0,0.034,0.059,0.007,0.027,0,0.05,0.022,0.106,0.01,0,0.014,0,0,NA,0.015,0.019,0.008,0.01,0.004,0.014,0,0.036,5,0,0.142,0.378,0.531,42.37288136,3,0.28199,0.250008866
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,5,85.1,31/10/2001,2001,10,31,15:08,146.221,-44.37033,NA,0.053,0,0,0.053,0.066,0,NA,0.066,0,0.01,0.02,0.001,0.01,0,0.019,0.009,0.039,0.005,0,0.005,0.001,0,NA,0.004,0.005,0.005,0.005,0.001,0.006,0,0.017,5,0,0.056,0.142,0.195,45.64102564,3,0.10566,0.25354912
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,5,102,31/10/2001,2001,10,31,15:08,146.221,-44.37033,NA,0.016,0,0,0.016,0.025,0,NA,0.025,0,0.004,0.008,0,0.005,0,0.007,0.004,0.016,0.002,0,0.004,0,0,NA,0.002,0.002,0.002,0.002,0,0.004,0,0.008,5,0,0.024,0.057,0.073,56.16438356,3,0.03979,0.248052274
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,5,125.6,31/10/2001,2001,10,31,15:08,146.221,-44.37033,NA,0.038,0,0.001,0.039,0.036,0,NA,0.036,0,0.009,0.017,0.001,0.008,0,0.018,0.006,0.033,0.004,0,0.006,0.001,0,NA,0.003,0.004,0.004,0.004,0.001,0.007,0,0.016,5,0,0.049,0.102,0.141,44.68085106,3,0.07179,0.353531132
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,5,151,31/10/2001,2001,10,31,15:08,146.221,-44.37033,NA,0.016,0,0.001,0.017,0.018,0,NA,0.018,0,0.004,0.008,0,0.004,0,0.01,0.003,0.017,0.002,0,0.003,0,0,NA,0,0,0.003,0.002,0,0.003,0,0.008,5,0,0.025,0.051,0.068,50,3,0.0372,0.379032258
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,6.4,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.36,0,0.001,0.361,0.228,0,NA,0.228,0,0.049,0.094,0.015,0.034,0,0.054,0.025,0.128,0.068,0,0.05,0.002,0,NA,0.021,0.029,0.016,0.068,0.008,0.052,0,0.144,5,0,0.272,0.594,0.955,24.39790576,3,0.40755,0.186823703
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,15.7,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.438,0,0.001,0.439,0.254,0,NA,0.254,0,0.049,0.097,0.016,0.036,0,0.058,0.024,0.134,0.074,0,0.057,0.003,0,NA,0.021,0.029,0.019,0.074,0.008,0.06,0,0.161,5,0,0.295,0.646,1.085,19.07834101,3,0.44852,0.182333006
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,30.7,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.452,0,0.001,0.453,0.254,0,NA,0.254,0,0.059,0.109,0.016,0.036,0,0.057,0.024,0.133,0.066,0,0.046,0.002,0,NA,0.021,0.028,0.014,0.066,0.007,0.048,0,0.135,5,0,0.268,0.631,1.084,16.42066421,3,0.43723,0.183816298
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,47.2,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.417,0,0.001,0.418,0.235,0,NA,0.235,0,0.049,0.093,0.015,0.034,0,0.056,0.023,0.128,0.003,0.004,0.04,0.001,0,NA,0.02,0.027,0.015,0.007,0.007,0.041,0,0.07,5,0,0.198,0.526,0.944,11.44067797,3,0.36094,0.218762121
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,61.3,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.406,0,0.002,0.408,0.236,0,NA,0.236,0,0.052,0.1,0.018,0.035,0,0.057,0.022,0.132,0.064,0,0.04,0.002,0,NA,0.02,0.026,0.016,0.064,0.006,0.042,0,0.128,5,0,0.26,0.596,1.004,18.7250996,3,0.421,0.190902613
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,76.9,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.391,0,0.001,0.392,0.231,0,NA,0.231,0,0.046,0.089,0.016,0.035,0,0.054,0.022,0.127,0.062,0,0.039,0.002,0,NA,0.021,0.027,0.015,0.062,0.006,0.041,0,0.124,5,0,0.251,0.571,0.963,18.58774663,3,0.40658,0.187269418
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,90.8,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.358,0,0.001,0.359,0.223,0,NA,0.223,0,0.046,0.087,0.017,0.033,0,0.052,0.022,0.124,0.059,0,0.037,0.002,0,NA,0.019,0.025,0.015,0.059,0.006,0.039,0,0.119,5,0,0.243,0.553,0.912,21.27192982,3,0.39381,0.186181153
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,106.5,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.326,0,0.001,0.327,0.188,0,NA,0.188,0,0.041,0.077,0.015,0.029,0,0.045,0.017,0.106,0.052,0,0.032,0.001,0,NA,0.016,0.02,0.013,0.052,0.004,0.033,0,0.102,5,0,0.208,0.473,0.8,18.25,3,0.33715,0.188195165
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,120.6,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.229,0,0.002,0.231,0.156,0,NA,0.156,0,0.033,0.062,0.01,0.023,0,0.039,0.018,0.09,0.047,0,0.025,0.001,0,NA,0.014,0.018,0.012,0.047,0.004,0.026,0,0.089,5,0,0.179,0.397,0.628,26.43312102,3,0.28232,0.194778974
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,150,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.019,0,0,0.019,0.029,0,NA,0.029,0,0.005,0.009,0,0.006,0,0.007,0.006,0.019,0.003,0,0.005,0,0,NA,0.003,0.004,0.004,0.003,0.001,0.005,0,0.013,5,0,0.032,0.07,0.089,57.30337079,3,0.04624,0.213451557
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,249.4,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.023,0,0,0.023,0.026,0,NA,0.026,0,0.006,0.012,0.001,0.007,0,0.009,0.004,0.021,0.003,0,0.005,0,0,NA,0.003,0.004,0.006,0.003,0.001,0.005,0,0.015,5,0,0.036,0.074,0.097,52.57731959,3,0.04899,0.259032456
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,8,351.2,11/1/01,2001,11,1,00:41,145.643,-43.11667,NA,0.002,0,0,0.002,0.005,0,NA,0.005,0,0.001,0.002,0,0,0,0.002,0.001,0.003,0.001,0,0,0,0,NA,0,0,0.001,0.001,0,0,0,0.002,5,0,0.005,0.012,0.014,71.42857143,3,0.00933,0.302250804
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,3.9,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.264,0,0.001,0.265,0.167,0,NA,0.167,0,0.039,0.078,0.028,0.031,0,0.043,0.018,0.12,0.018,0,0.05,0.002,0,NA,0.015,0.022,0.008,0.018,0.007,0.052,0,0.085,5,0,0.205,0.45,0.715,25.87412587,3,0.29991,0.202160648
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,16.1,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.208,0,0,0.208,0.135,0,NA,0.135,0,0.03,0.062,0.022,0.027,0,0.036,0.016,0.101,0.015,0,0.036,0.002,0,NA,0.014,0.019,0.008,0.015,0.005,0.038,0,0.066,5,0,0.167,0.364,0.572,27.27272727,3,0.24528,0.206947162
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,30.4,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.295,0,0.001,0.296,0.16,0,NA,0.16,0,0.037,0.075,0.025,0.031,0,0.041,0.017,0.114,0.016,0,0.037,0.002,0,NA,0.018,0.023,0.008,0.016,0.005,0.039,0,0.068,5,0,0.182,0.417,0.713,16.97054698,3,0.28407,0.203506178
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,45.4,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.296,0,0.001,0.297,0.17,0,NA,0.17,0,0.041,0.08,0.031,0.034,0,0.044,0.018,0.127,0.017,0,0.039,0.002,0,NA,0.017,0.022,0.009,0.017,0.005,0.041,0,0.072,5,0,0.199,0.449,0.746,20.37533512,3,0.30937,0.200536574
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,61.4,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.306,0,0.001,0.307,0.173,0,NA,0.173,0,0.04,0.081,0.029,0.035,0,0.045,0.019,0.128,0.018,0,0.041,0.002,0,NA,0.017,0.023,0.01,0.018,0.006,0.043,0,0.077,5,0,0.205,0.459,0.766,19.84334204,3,0.3128,0.202845269
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,75.2,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.296,0,0.001,0.297,0.17,0,NA,0.17,0,0.041,0.081,0.032,0.034,0,0.043,0.017,0.126,0.017,0,0.042,0.002,0,NA,0.016,0.022,0.008,0.017,0.006,0.044,0,0.075,5,0,0.201,0.452,0.749,20.69425901,3,0.30877,0.19635975
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,90.5,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.32,0,0.001,0.321,0.181,0,NA,0.181,0,0.042,0.084,0.033,0.035,0,0.044,0.018,0.13,0.017,0,0.039,0.002,0,NA,0.017,0.023,0.009,0.017,0.006,0.041,0,0.073,5,0,0.203,0.468,0.789,18.63117871,3,0.32365,0.191688552
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,105.6,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.274,0,0,0.274,0.162,0,NA,0.162,0,0.038,0.076,0.029,0.033,0,0.042,0.017,0.121,0.017,0.001,0.04,0.003,0,NA,0.017,0.023,0.009,0.018,0.006,0.043,0,0.076,5,0,0.197,0.435,0.709,22.70803949,3,0.2953,0.200541822
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,120.6,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.291,0,0.001,0.292,0.161,0,NA,0.161,0,0.041,0.081,0.028,0.035,0,0.04,0.017,0.12,0.017,0,0.036,0.002,0,NA,0.016,0.021,0.008,0.017,0.005,0.038,0,0.068,5,0,0.188,0.43,0.722,19.11357341,3,0.29016,0.194375517
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,151.3,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.172,0,0.001,0.173,0.144,0,NA,0.144,0,0.032,0.06,0.015,0.025,0,0.031,0.016,0.087,0.015,0,0.024,0.001,0,NA,0.015,0.019,0.008,0.015,0.004,0.025,0,0.052,5,0,0.139,0.343,0.516,32.94573643,3,0.23675,0.184625132
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,12,200.6,11/1/01,2001,11,1,20:35,145.245,-46.66,NA,0.071,0,0,0.071,0.072,0,NA,0.072,0,0.013,0.023,0.004,0.011,0,0.015,0.007,0.037,0.007,0,0.011,0,0,NA,0.007,0.009,0.004,0.007,0.002,0.011,0,0.024,5,0,0.061,0.156,0.227,37.44493392,3,0.11178,0.18921095
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,3.9,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.289,0,0.002,0.291,0.134,0,NA,0.134,0,0.036,0.08,0.025,0.03,0,0.034,0.01,0.099,0.051,0.002,0.099,0.018,0,NA,0.01,0.015,0.009,0.053,0.005,0.117,0,0.184,5,0,0.283,0.497,0.788,26.14213198,3,0.27829,0.172266341
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,15.4,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.277,0,0.003,0.28,0.147,0,NA,0.147,0,0.039,0.089,0.033,0.035,0,0.04,0.011,0.119,0.056,0.002,0.114,0.013,0,NA,0.011,0.018,0.012,0.058,0.007,0.127,0,0.204,5,0,0.323,0.559,0.839,33.25387366,3,0.31901,0.176796966
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,29.8,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.315,0,0.003,0.318,0.164,0,NA,0.164,0,0.04,0.092,0.034,0.035,0,0.043,0.011,0.123,0.058,0.002,0.11,0.006,0,NA,0.015,0.022,0.01,0.06,0.007,0.116,0,0.193,5,0,0.316,0.572,0.89,28.53932584,3,0.34234,0.177104633
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,44.4,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.357,0,0.002,0.359,0.18,0,NA,0.18,0,0.049,0.112,0.038,0.041,0,0.051,0.016,0.146,0.06,0.001,0.066,0.004,0,NA,0.016,0.024,0.01,0.061,0.008,0.07,0,0.149,5,0,0.295,0.587,0.946,24.10147992,3,0.37924,0.189616074
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,60.8,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.304,0,0.002,0.306,0.182,0,NA,0.182,0,0.054,0.108,0.023,0.037,0,0.059,0.016,0.135,0.038,0.001,0.033,0.002,0,NA,0.019,0.024,0.009,0.039,0.005,0.035,0,0.088,5,0,0.223,0.513,0.819,25.27472527,3,0.35047,0.237366964
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,75.2,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.222,0,0.002,0.224,0.15,0,NA,0.15,0,0.052,0.098,0.015,0.034,0,0.054,0.012,0.115,0.026,0.001,0.023,0.001,0,NA,0.014,0.017,0.009,0.027,0.003,0.024,0,0.063,5,0,0.178,0.426,0.65,31.07692308,3,0.28845,0.263962559
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,90.6,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.178,0,0.001,0.179,0.11,0,NA,0.11,0,0.037,0.067,0.008,0.022,0,0.04,0.008,0.078,0.02,0,0.018,0.001,0,NA,0.008,0.01,0.006,0.02,0.002,0.019,0,0.047,5,0,0.125,0.302,0.481,25.57172557,3,0.20728,0.272095716
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,104.2,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.087,0,0,0.087,0.073,0,NA,0.073,0,0.02,0.035,0.005,0.015,0,0.021,0.008,0.049,0.012,0,0.009,0.001,0,NA,0.006,0.008,0.004,0.012,0.002,0.01,0,0.028,5,0,0.077,0.185,0.272,36.02941176,3,0.12836,0.230679339
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,120.7,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.058,0,0,0.058,0.055,0,NA,0.055,0,0.014,0.024,0.003,0.011,0,0.015,0.007,0.036,0.007,0,0.008,0,0,NA,0.007,0.008,0.003,0.007,0.001,0.008,0,0.019,5,0,0.055,0.134,0.192,39.58333333,3,0.0926,0.228401728
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,151.5,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.024,0,0,0.024,0.022,0,NA,0.022,0,0.008,0.013,0.003,0.006,0,0.007,0.003,0.019,0.004,0,0.004,0,0,NA,0.002,0.002,0.002,0.004,0,0.004,0,0.01,5,0,0.029,0.064,0.088,45.45454545,3,0.04306,0.229215049
25,25,01_02_V3_CLIVAR,1,NA,NA,NA,18,250.3,11/5/01,2001,11,5,22:58,144.89717,-47.46983,NA,0.003,0,0,0.003,0.004,0,NA,0.004,0,0.002,0.003,0,0.002,0,0.002,0.001,0.005,0.001,0,0.001,0,0,NA,0,0,0.001,0.001,0,0.001,0,0.003,5,0,0.008,0.015,0.018,66.66666667,3,0.00902,0.312638581
