newDATANUMBER,oldDATANUMBER,DATABASE,Number,Proben ID,Event label,Device,Station,Depth(m),Date,Year,Month,Day,Time(UTC),lon,lat,MgDVP,Chla,Diva,Chlida,MTChla,Chlb,Divb,Chlidb,MTChlb,Chl c1+2,Chl c3,MTChlc,Peridinin,19-But,19-Hex,Fuco,Prasino,MPSC,Zea,Lutein,Diadino,Diato,a-caroten,b-caroten,Neo,MTViola_Neo,Allo,MTZea_Lut,Viola,MTDD_DT,MTAlpha_Beta,MPPC,NumberPPC,MYFLAG5,MTC,MAP,MTP,M(TChla-AP)/TP%,MYFLAG3,MDP,MfdChla
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,9.5,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.87,0,0.166,1.036,0.006,0,NA,0.006,0,0.076,0.226,0.014,0.022,0.097,0.537,0.001,0.671,0.006,0.001,0.243,0.002,NA,0.032,0,0.003,0.011,0.007,0.003,0.245,0.032,0.298,5,0,0.969,1.201,2.237,7.375949933,0,0.92562,0.818013872
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,20.1,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.809,0,0.152,0.961,0.005,0,NA,0.005,0,0.081,0.24,0.017,0.024,0.104,0.531,0.002,0.678,0.006,0.001,0.158,0.002,NA,0.021,0,0.005,0.01,0.007,0.005,0.16,0.021,0.203,5,0,0.881,1.126,2.087,7.90608529,0,0.92937,0.805610252
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,39.6,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.843,0,0.125,0.968,0.007,0,NA,0.007,0,0.082,0.232,0.021,0.035,0.1,0.571,0.002,0.729,0.009,0.002,0.099,0,NA,0.022,0,0.002,0.012,0.011,0.002,0.099,0.022,0.146,5,0,0.875,1.114,2.082,7.012487992,0,0.99598,0.808359606
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,49.5,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.702,0,0.064,0.766,0.007,0,NA,0.007,0,0.066,0.172,0.015,0.034,0.096,0.443,0.002,0.59,0.007,0.002,0.071,0.001,NA,0.015,0.002,0.005,0.008,0.009,0.003,0.072,0.015,0.107,5,0,0.697,0.876,1.642,6.699147381,0,0.79749,0.783244931
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,59.1,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.818,0,0.079,0.897,0.008,0,NA,0.008,0,0.083,0.193,0.021,0.037,0.097,0.502,0.003,0.66,0.009,0.001,0.069,0.001,NA,0.021,0.002,0.005,0.007,0.01,0.003,0.07,0.021,0.111,5,0,0.771,0.972,1.869,4.012841091,0,0.89359,0.792108238
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,70.1,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.826,0,0.037,0.863,0.015,0,NA,0.015,0,0.077,0.168,0.019,0.043,0.104,0.419,0.004,0.589,0.011,0.001,0.055,0,NA,0.017,0.005,0.008,0.007,0.012,0.003,0.055,0.017,0.094,5,0,0.683,0.866,1.729,0.1735107,0,0.79352,0.744518097
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,88.6,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.447,0,0.02,0.467,0.038,0,NA,0.038,0,0.04,0.088,0.041,0.052,0.129,0.19,0.012,0.424,0.005,0.001,0.031,0,NA,0.01,0.014,0.02,0.01,0.006,0.006,0.031,0.01,0.063,5,0,0.487,0.613,1.08,13.51851852,0,0.55642,0.481470831
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,119.4,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.334,0,0.008,0.342,0.048,0,NA,0.048,0,0.045,0.077,0.002,0.046,0.088,0.127,0.01,0.273,0.005,0.001,0.015,0,NA,0.009,0.018,0.023,0.006,0.006,0.005,0.015,0.009,0.041,5,0,0.314,0.439,0.781,12.41997439,0,0.36613,0.489088575
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,147.6,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.116,0,0.004,0.12,0.012,0,NA,0.012,0,0.018,0.029,0,0.026,0.047,0.038,0.002,0.113,0.004,0,0.008,0,NA,0.003,0.004,0.005,0.002,0.004,0.001,0.008,0.003,0.018,5,0,0.131,0.172,0.292,17.80821918,0,0.13913,0.385107453
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,81,199.6,02/10/06,2006,2,10,23:08,59.96785,-66.55705,NA,0.06,0,0.003,0.063,0.004,0,NA,0.004,0,0.007,0.013,0.001,0.014,0.022,0.02,0.001,0.058,0.001,0,0.004,0,NA,0.001,0.002,0.003,0.003,0.001,0.001,0.004,0.001,0.01,5,0,0.068,0.085,0.148,14.86486486,0,0.06915,0.407809111
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,10.1,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,2.605,0,0.825,3.43,0.01,0,NA,0.01,0,0.349,1.052,0.015,0.02,0.179,2.539,0.004,2.757,0.012,0.001,0.831,0.007,NA,0.118,0.001,0.01,0.015,0.013,0.009,0.838,0.118,0.993,5,0,3.75,4.812,8.242,16.76777481,0,3.86489,0.926285095
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,19.6,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,5.239,0,1.199,6.438,0.021,0,NA,0.021,0,0.616,1.728,0.023,0.047,0.372,4.202,0.008,4.652,0.041,0.003,0.841,0.021,NA,0.187,0.003,0.016,0.038,0.044,0.013,0.862,0.187,1.144,5,0,5.796,7.545,13.983,7.916756061,0,6.52541,0.907961339
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,29.2,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,1.247,0,0.189,1.436,0.006,0,NA,0.006,0,0.128,0.335,0.01,0.021,0.105,0.892,0.003,1.031,0.017,0.001,0.132,0.001,NA,0.034,0.001,0.001,0.013,0.018,0,0.133,0.034,0.198,5,0,1.229,1.57,3.006,4.457751164,0,1.441,0.872810548
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,39.1,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,1.381,0,0.149,1.53,0.005,0,NA,0.005,0,0.144,0.351,0.009,0.017,0.094,0.801,0.003,0.924,0.019,0.001,0.116,0.002,NA,0.039,0.001,0.003,0.011,0.02,0.002,0.118,0.039,0.19,5,0,1.114,1.47,3,2,0,1.29542,0.871848512
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,50.2,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,0.964,0,0.124,1.088,0.005,0,NA,0.005,0,0.113,0.265,0.003,0.017,0.07,0.635,0.002,0.727,0.02,0,0.095,0.002,NA,0.029,0,0.001,0.007,0.02,0.001,0.097,0.029,0.154,5,0,0.881,1.151,2.239,2.813756141,0,1.02088,0.877037458
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,59.6,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,0.687,0,0.062,0.749,0.004,0,NA,0.004,0,0.072,0.16,0.002,0.022,0.066,0.463,0.002,0.555,0.019,0.001,0.075,0,NA,0.018,0.003,0.003,0.007,0.02,0,0.075,0.018,0.12,5,0,0.675,0.839,1.588,5.667506297,0,0.77175,0.845908649
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,69.2,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,0.647,0,0.056,0.703,0.004,0,NA,0.004,0,0.073,0.159,0,0.02,0.071,0.395,0.002,0.488,0.024,0.001,0.063,0.001,NA,0.017,0,0.001,0.005,0.025,0.001,0.064,0.017,0.112,5,0,0.6,0.763,1.466,4.092769441,0,0.6818,0.816881784
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,89.4,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,0.51,0,0.043,0.553,0.006,0,NA,0.006,0,0.061,0.123,0.001,0.027,0.083,0.292,0.004,0.407,0.024,0.001,0.041,0,NA,0.014,0,0,0.003,0.025,0,0.041,0.014,0.083,5,0,0.49,0.619,1.172,5.631399317,0,0.55649,0.73985157
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,109.2,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,0.263,0,0.024,0.287,0.005,0,NA,0.005,0,0.035,0.068,0,0.018,0.076,0.143,0.003,0.24,0.019,0.001,0.024,0,NA,0.008,0.002,0.005,0.002,0.02,0.003,0.024,0.008,0.057,5,0,0.297,0.37,0.657,12.63318113,0,0.32704,0.616530088
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,139.6,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,0.187,0,0.014,0.201,0.004,0,NA,0.004,0,0.023,0.045,0.001,0.016,0.07,0.092,0.002,0.181,0.016,0.001,0.015,0,NA,0.004,0,0,0.002,0.017,0,0.015,0.004,0.038,5,0,0.219,0.268,0.469,14.28571429,0,0.24463,0.530270204
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,82,199.8,02/11/06,2006,2,11,02:16,59.96748,-66.66141,NA,0.119,0,0.013,0.132,0.001,0,NA,0.001,0,0.012,0.024,0.001,0.009,0.047,0.057,0.002,0.116,0.012,0.001,0.012,0,NA,0.003,0,0,0.001,0.013,0,0.012,0.003,0.029,5,0,0.145,0.17,0.302,12.58278146,0,0.15655,0.513382306
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,3.8,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,1.763,0,1.534,3.297,0.012,0,NA,0.012,0,0.477,1.544,0.028,0.028,0.254,2.857,0.004,3.171,0.014,0.003,0.962,0.007,NA,0.123,0,0,0.02,0.017,0,0.969,0.123,1.129,5,0,4.3,5.856,9.153,27.95804654,0,4.43639,0.908028825
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,14.8,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,2.942,0,0.874,3.816,0.012,0,NA,0.012,0,0.397,1.189,0.028,0.028,0.261,2.648,0.004,2.969,0.015,0.004,0.906,0.013,NA,0.109,0.001,0.001,0.032,0.019,0,0.919,0.109,1.079,5,0,4.048,5.249,9.065,15.80805295,0,4.15865,0.897810588
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,18.8,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,2.54,0,0.771,3.311,0.009,0,NA,0.009,0,0.42,1.243,0.022,0.031,0.187,2.374,0.004,2.618,0.016,0.002,0.496,0.003,NA,0.091,0.002,0.002,0.023,0.018,0,0.499,0.091,0.631,5,0,3.249,4.501,7.812,15.23297491,0,3.66335,0.913737426
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,29,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,1.971,0,0.214,2.185,0.008,0,NA,0.008,0,0.197,0.506,0.008,0.015,0.09,1.058,0.004,1.175,0.017,0.001,0.137,0.001,NA,0.046,0.004,0.004,0.009,0.018,0,0.138,0.046,0.211,5,0,1.386,1.9,4.085,6.976744186,0,1.65071,0.903720217
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,45.4,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,1.676,0,0.178,1.854,0.006,0,NA,0.006,0,0.19,0.479,0.008,0.015,0.094,1.049,0.004,1.17,0.021,0.002,0.145,0.001,NA,0.039,0,0,0.015,0.023,0,0.146,0.039,0.223,5,0,1.393,1.878,3.732,0.643086817,0,1.64812,0.89744072
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,60.2,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,0.856,0,0.073,0.929,0.003,0,NA,0.003,0,0.114,0.28,0.004,0.012,0.057,0.599,0,0.672,0.013,0.001,0.085,0.002,NA,0.021,0.001,0.001,0.007,0.014,0,0.087,0.021,0.129,5,0,0.801,1.084,2.013,7.699950323,0,0.94523,0.893528559
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,69.7,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,0.861,0,0.081,0.942,0.005,0,NA,0.005,0,0.107,0.254,0.004,0.022,0.08,0.58,0.002,0.688,0.02,0,0.094,0,NA,0.026,0,0,0.006,0.02,0,0.094,0.026,0.146,5,0,0.834,1.093,2.035,7.42014742,0,0.95859,0.853128032
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,79.5,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,0.517,0,0.059,0.576,0.003,0,NA,0.003,0,0.068,0.151,0,0.022,0.075,0.354,0.001,0.452,0.022,0.001,0.053,0,NA,0.014,0.002,0.002,0.007,0.023,0,0.053,0.014,0.097,5,0,0.549,0.703,1.279,9.929632525,0,0.62824,0.794505285
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,90.2,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,0.267,0,0.023,0.29,0.003,0,NA,0.003,0,0.042,0.087,0,0.013,0.051,0.159,0.002,0.225,0.018,0.001,0.024,0,NA,0.014,0,0,0.002,0.019,0,0.024,0.014,0.059,5,0,0.284,0.374,0.664,12.65060241,0,0.31322,0.715758892
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,119.7,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,0.196,0,0.031,0.227,0.002,0,NA,0.002,0,0.028,0.059,0,0.013,0.056,0.105,0.002,0.176,0.012,0,0.017,0,NA,0.006,0,0,0.001,0.012,0,0.017,0.006,0.036,5,0,0.212,0.273,0.5,9.2,0,0.23666,0.625581002
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,149.8,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,0.078,0,0.009,0.087,0.001,0,NA,0.001,0,0.012,0.026,0.001,0.007,0.025,0.043,0.002,0.078,0.003,0,0.009,0,NA,0.004,0,0,0.001,0.003,0,0.009,0.004,0.017,5,0,0.095,0.122,0.209,16.74641148,0,0.10043,0.603704072
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,83,199.7,02/11/06,2006,2,11,05:17,59.97529,-66.68059,NA,0.057,0,0.003,0.06,0.001,0,NA,0.001,0,0.006,0.013,0.001,0.006,0.023,0.026,0.001,0.057,0.003,0,0.006,0,NA,0.002,0,0,0.002,0.003,0,0.006,0.002,0.013,5,0,0.07,0.084,0.144,16.66666667,0,0.07417,0.49426992
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,10.2,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,3.089,0,0.915,4.004,0.011,0,NA,0.011,0,0.423,1.356,0.029,0.036,0.26,2.786,0.004,3.115,0.012,0.002,1.072,0,NA,0.104,0,0,0.017,0.014,0,1.072,0.104,1.207,5,0,4.322,5.689,9.693,17.38367894,0,4.34358,0.90438302
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,20.3,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,5.622,0,0.632,6.254,0.014,0,NA,0.014,0,0.555,1.669,0.032,0.038,0.34,3.93,0.004,4.344,0.018,0.005,0.682,0,NA,0.13,0,0,0.029,0.023,0,0.682,0.13,0.864,5,0,5.208,6.891,13.145,4.84594903,0,6.07854,0.911616934
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,29.6,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,3.788,0,0.369,4.157,0.01,0,NA,0.01,0,0.45,1.223,0.032,0.024,0.167,2.538,0.004,2.765,0.017,0.003,0.4,0,NA,0.085,0,0,0.024,0.02,0,0.4,0.085,0.529,5,0,3.294,4.527,8.684,4.260709351,0,3.88331,0.921528284
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,39.7,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,1.207,0,0.117,1.324,0.007,0,NA,0.007,0,0.111,0.32,0.013,0.019,0.081,0.735,0.002,0.85,0.017,0.003,0.104,0,NA,0.032,0,0,0.024,0.02,0,0.104,0.032,0.18,5,0,1.03,1.357,2.681,1.230883999,0,1.20029,0.863416341
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,49.8,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,1.869,0,0.196,2.065,0.005,0,NA,0.005,0,0.253,0.613,0.011,0.02,0.094,1.353,0.004,1.482,0.024,0.001,0.178,0,NA,0.037,0,0.002,0.018,0.025,0.002,0.178,0.037,0.26,5,0,1.742,2.36,4.425,6.666666667,0,2.08611,0.914491566
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,59.5,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,1.693,0,0.158,1.851,0.005,0,NA,0.005,0,0.205,0.482,0.006,0.018,0.085,1.053,0.004,1.166,0.022,0.001,0.127,0,NA,0.037,0,0.001,0.012,0.023,0.001,0.127,0.037,0.2,5,0,1.366,1.853,3.704,0.05399568,0,1.63861,0.906091138
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,70.4,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,1.358,0,0.134,1.492,0.005,0,NA,0.005,0,0.164,0.382,0.004,0.021,0.062,0.851,0.003,0.941,0.023,0,0.11,0,NA,0.03,0,0.001,0.012,0.023,0.001,0.11,0.03,0.176,5,0,1.117,1.504,2.996,0.400534045,0,1.32367,0.906502376
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,79.6,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,0.643,0,0.052,0.695,0.004,0,NA,0.004,0,0.081,0.182,0.001,0.015,0.055,0.407,0.002,0.48,0.024,0,0.053,0,NA,0.016,0,0,0.009,0.024,0,0.053,0.016,0.102,5,0,0.582,0.768,1.463,4.989747095,0,0.68046,0.843355965
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,89.6,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,0.488,0,0.034,0.522,0.004,0,NA,0.004,0,0.06,0.123,0,0.015,0.044,0.275,0.001,0.335,0.023,0,0.036,0,NA,0.012,0,0,0.005,0.023,0,0.036,0.012,0.076,5,0,0.411,0.538,1.06,1.509433962,0,0.4757,0.815114568
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,99.9,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,0.107,0,0.006,0.113,0.002,0,NA,0.002,0,0.012,0.027,0,0.01,0.042,0.046,0.001,0.099,0.007,0.001,0.012,0,NA,0.003,0.002,0.002,0.003,0.008,0,0.012,0.003,0.026,5,0,0.125,0.154,0.267,15.35580524,0,0.13154,0.493081952
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,150.3,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,0.084,0,0.005,0.089,0.002,0,NA,0.002,0,0.009,0.023,0,0.007,0.022,0.046,0.002,0.077,0.005,0,0.009,0,NA,0.002,0,0,0.001,0.005,0,0.009,0.002,0.017,5,0,0.094,0.119,0.208,14.42307692,0,0.10217,0.634824312
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,84,199.6,02/11/06,2006,2,11,08:02,59.99201,-66.90237,NA,0.03,0,0.001,0.031,0.001,0,NA,0.001,0,0.002,0.005,0,0.004,0.012,0.014,0,0.03,0.004,0,0.004,0,NA,0.001,0,0,0,0.004,0,0.004,0.001,0.009,5,0,0.039,0.045,0.076,18.42105263,0,0.04083,0.483468038
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,9.8,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,3.456,0,1.323,4.779,0.012,0,NA,0.012,0,0.55,1.788,0.029,0.036,0.281,3.39,0.002,3.738,0.009,0.001,1.34,0.017,NA,0.142,0,0.009,0.022,0.01,0.009,1.357,0.142,1.54,5,0,5.278,7.078,11.857,19.38939023,0,5.22332,0.915107633
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,19.7,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,3.173,0,0.571,3.744,0.01,0,NA,0.01,0,0.286,0.986,0.021,0.03,0.167,2.364,0.004,2.586,0.011,0.003,0.521,0.005,NA,0.093,0,0.007,0.019,0.014,0.007,0.526,0.093,0.659,5,0,3.245,4.241,7.985,6.224170319,0,3.6164,0.921701139
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,29.8,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,2.268,0,0.263,2.531,0.009,0,NA,0.009,0,0.25,0.725,0.014,0.026,0.115,1.487,0.002,1.644,0.012,0.002,0.233,0,NA,0.056,0,0,0.015,0.014,0,0.233,0.056,0.318,5,0,1.962,2.696,5.227,3.156686436,0,2.29997,0.911607543
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,38.9,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,2.347,0,0.375,2.722,0.01,0,NA,0.01,0,0.25,0.709,0.014,0.031,0.088,1.586,0.005,1.724,0.016,0.002,0.219,0.002,NA,0.063,0,0.002,0.016,0.018,0.002,0.221,0.063,0.32,5,0,2.044,2.763,5.485,0.747493163,0,2.41207,0.927112397
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,49.8,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,1.652,0,0.253,1.905,0.007,0,NA,0.007,0,0.216,0.584,0.014,0.022,0.074,1.18,0.003,1.293,0.015,0.002,0.166,0,NA,0.041,0.003,0.003,0.015,0.017,0,0.166,0.041,0.239,5,0,1.532,2.123,4.028,5.412115194,0,1.81419,0.917103501
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,58.9,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,2.001,0,0.266,2.267,0.007,0,NA,0.007,0,0.218,0.569,0.009,0.024,0.076,1.382,0.002,1.493,0.018,0.002,0.188,0,NA,0.052,0.001,0.002,0.014,0.02,0.001,0.188,0.052,0.275,5,0,1.768,2.344,4.611,1.669919757,0,2.09718,0.929162018
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,89.1,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,0.322,0,0.021,0.343,0.009,0,NA,0.009,0,0.032,0.073,0,0.018,0.049,0.163,0.003,0.233,0.018,0,0.025,0,NA,0.009,0.001,0.002,0.004,0.018,0.001,0.025,0.009,0.057,5,0,0.29,0.372,0.715,4.055944056,0,0.32533,0.70645191
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,108.9,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,0.13,0,0.006,0.136,0.007,0,NA,0.007,0,0.012,0.027,0,0.014,0.048,0.049,0.002,0.113,0.004,0,0.011,0,NA,0.005,0.001,0.002,0.002,0.004,0.001,0.011,0.005,0.023,5,0,0.136,0.17,0.306,11.11111111,0,0.14666,0.471089595
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,130.1,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,0.092,0,0.002,0.094,0.003,0,NA,0.003,0,0.011,0.021,0,0.01,0.044,0.028,0.001,0.083,0.004,0,0.008,0,NA,0.003,0,0,0,0.004,0,0.008,0.003,0.015,5,0,0.098,0.122,0.216,12.96296296,0,0.10533,0.374821988
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,150,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,0.061,0,0.001,0.062,0.001,0,NA,0.001,0,0.005,0.011,0.001,0.007,0.023,0.02,0.001,0.052,0.002,0,0.005,0,NA,0.001,0,0,0.001,0.002,0,0.005,0.001,0.009,5,0,0.061,0.073,0.135,8.148148148,0,0.0646,0.436532508
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,178.3,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,0.034,0,0.001,0.035,0,0,NA,0,0,0.003,0.007,0,0.003,0.012,0.016,0,0.031,0.002,0,0.005,0,NA,0.001,0,0,0.001,0.002,0,0.005,0.001,0.009,5,0,0.04,0.047,0.082,14.63414634,0,0.04117,0.547971824
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,85,199.9,02/11/06,2006,2,11,10:46,59.93922,-66.933,NA,0.028,0,0.001,0.029,0,0,NA,0,0,0.001,0.004,0.001,0.003,0.006,0.014,0,0.024,0.005,0,0.003,0,NA,0.001,0,0,0,0.005,0,0.003,0.001,0.009,5,0,0.033,0.037,0.066,12.12121212,0,0.03412,0.578546307
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,86,9.3,17/02/2006,2006,2,17,00:36,69.98748,-62.00015,NA,0.699,0,0.069,0.768,0.002,0,NA,0.002,0,0.043,0.153,0.02,0.034,0.111,0.43,0.001,0.596,0.005,0.001,0.2,0.001,NA,0.018,0.001,0.003,0.005,0.006,0.002,0.201,0.018,0.232,5,0,0.828,0.983,1.751,12.27869789,0,0.79669,0.761023736
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,86,29.4,17/02/2006,2006,2,17,00:36,69.98748,-62.00015,NA,0.685,0,0.071,0.756,0.002,0,NA,0.002,0,0.046,0.161,0.023,0.035,0.115,0.44,0.001,0.614,0.005,0,0.212,0.001,NA,0.015,0.001,0.001,0.005,0.005,0,0.213,0.015,0.238,5,0,0.852,1.015,1.771,14.62450593,0,0.82045,0.756170394
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,86,50.4,17/02/2006,2006,2,17,00:36,69.98748,-62.00015,NA,0.913,0,0.072,0.985,0.004,0,NA,0.004,0,0.066,0.226,0.026,0.042,0.138,0.583,0.001,0.79,0.012,0.002,0.186,0,NA,0.019,0.001,0.003,0.007,0.014,0.002,0.186,0.019,0.228,5,0,1.018,1.248,2.233,11.7778773,0,1.06721,0.770260773
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,86,59.5,17/02/2006,2006,2,17,00:36,69.98748,-62.00015,NA,0.269,0,0.018,0.287,0.008,0,NA,0.008,0,0.033,0.075,0.002,0.036,0.073,0.146,0.003,0.26,0.007,0,0.032,0,NA,0.004,0.002,0.003,0.004,0.007,0.001,0.032,0.004,0.048,5,0,0.308,0.391,0.678,15.33923304,0,0.33049,0.62289328
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,86,99.3,17/02/2006,2006,2,17,00:36,69.98748,-62.00015,NA,0.122,0,0.011,0.133,0.004,0,NA,0.004,0,0.02,0.036,0,0.026,0.052,0.056,0.002,0.136,0.003,0,0.012,0.001,NA,0.003,0,0,0.002,0.003,0,0.013,0.003,0.021,5,0,0.157,0.197,0.33,19.39393939,0,0.16192,0.487648221
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,86,129.5,17/02/2006,2006,2,17,00:36,69.98748,-62.00015,NA,0.078,0,0.013,0.091,0.001,0,NA,0.001,0,0.013,0.026,0,0.011,0.02,0.044,0,0.075,0.002,0,0.01,0,NA,0.002,0,0.001,0.001,0.002,0.001,0.01,0.002,0.016,5,0,0.091,0.118,0.209,12.91866029,0,0.09462,0.655675333
26,26,05_06_V3_BROKEWEST,1,NA,NA,NA,86,149.1,17/02/2006,2006,2,17,00:36,69.98748,-62.00015,NA,0.086,0,0.015,0.101,0.001,0,NA,0.001,0,0.013,0.026,0,0.01,0.023,0.052,0.001,0.086,0.002,0,0.011,0,NA,0.002,0,0,0.002,0.002,0,0.011,0.002,0.017,5,0,0.103,0.13,0.231,12.55411255,0,0.10996,0.666787923
