ID,Date/Time,Year,Month,Day,Hour,Minute,Latitude,Longitude,"acCDOM [1/m] (at 405 nm, incl. detrital abs...)","acCDOM [1/m] (at 411 nm, incl. detrital abs...)","acCDOM [1/m] (at 412 nm, incl. detrital abs...)","acCDOM [1/m] (at 440 nm, incl. detrital abs...)","acCDOM [1/m] (at 442 nm, incl. detrital abs...)","acCDOM [1/m] (at 443 nm, incl. detrital abs...)","acCDOM [1/m] (at 455 nm, incl. detrital abs...)","acCDOM [1/m] (at 465 nm, incl. detrital abs...)","acCDOM [1/m] (at 488 nm, incl. detrital abs...)","acCDOM [1/m] (at 489 nm, incl. detrital abs...)","acCDOM [1/m] (at 490 nm, incl. detrital abs...)","acCDOM [1/m] (at 510 nm, incl. detrital abs...)","acCDOM [1/m] (at 520 nm, incl. detrital abs...)","acCDOM [1/m] (at 530 nm, incl. detrital abs...)","acCDOM [1/m] (at 531 nm, incl. detrital abs...)","acCDOM [1/m] (at 547 nm, incl. detrital abs...)","acCDOM [1/m] (at 550 nm, incl. detrital abs...)","acCDOM [1/m] (at 555 nm, incl. detrital abs...)","acCDOM [1/m] (at 560 nm, incl. detrital abs...)","acCDOM [1/m] (at 565 nm, incl. detrital abs...)","acCDOM [1/m] (at 570 nm, incl. detrital abs...)","acCDOM [1/m] (at 590 nm, incl. detrital abs...)","acCDOM [1/m] (at 619 nm, incl. detrital abs...)","acCDOM [1/m] (at 620 nm, incl. detrital abs...)","acCDOM [1/m] (at 625 nm, incl. detrital abs...)","acCDOM [1/m] (at 665 nm, incl. detrital abs...)","acCDOM [1/m] (at 667 nm, incl. detrital abs...)","acCDOM [1/m] (at 670 nm, incl. detrital abs...)","acCDOM [1/m] (at 676 nm, incl. detrital abs...)","acCDOM [1/m] (at 681 nm, incl. detrital abs...)","acCDOM [1/m] (at 683 nm, incl. detrital abs...)","acCDOM [1/m] (at 705 nm, incl. detrital abs...)","acCDOM [1/m] (at 709 nm, incl. detrital abs...)",TSS [mg/l],Depth water [m],Comment (CDOM/detrital ac dataset),Comment (CDOM/detrital ac subdataset)
1,1997-01-02T12:48,1997,01,02,12,48,-64.815,-64.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,
20,1997-01-06T13:16,1997,01,06,13,16,-64.815,-64.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,
23,1997-01-06T14:22,1997,01,06,14,22,-64.788,-64.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,
24,1997-01-06T14:55,1997,01,06,14,55,-64.767,-64.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,
67,1997-01-09T21:26,1997,01,09,21,26,3,172.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4332,,
86,1997-01-11T16:49,1997,01,11,16,49,-64.7984,-64.0945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,
87,1997-01-11T17:36,1997,01,11,17,36,-64.7889,-64.1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,
88,1997-01-11T18:16,1997,01,11,18,16,-64.7724,-64.1372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,
89,1997-01-11T19:00,1997,01,11,19,00,-64.7663,-64.1352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,
90,1997-01-11T22:15,1997,01,11,22,15,0,178.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5416,,
92,1997-01-12T12:54,1997,01,12,12,54,-65.4793,-66.1555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,,
94,1997-01-12T14:49,1997,01,12,14,49,-65.3546,-66.3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,,
95,1997-01-12T19:58,1997,01,12,19,58,-65.2328,-66.7715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,,
98,1997-01-13T08:43,1997,01,13,08,43,-64.9848,-67.3878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377,,
100,1997-01-13T11:07,1997,01,13,11,07,-64.8614,-67.6927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390,,
103,1997-01-13T15:19,1997,01,13,15,19,-64.7341,-67.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,
106,1997-01-13T20:30,1997,01,13,20,30,-64.6086,-68.2949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2526,,
107,1997-01-13T22:12,1997,01,13,22,12,0,-173.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5469,,
110,1997-01-14T19:04,1997,01,14,19,04,31.697,-64.152,0.04346,0.04023,,,,0.0267,0.0229,0.02017,,0.01488,,0.01142,0.01007,0.00889,,,0.00693,0.00652,0.00613,0.00575,0.00541,0.00423,0.00297,,0.00275,0.00171,,0.00161,,,0.00138,,,,4546,nomad,nomad_bats100
111,1997-01-14T21:16,1997,01,14,21,16,0,-170.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5615,,
157,1997-01-16T01:31,1997,01,16,01,31,0,-167.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5198,,
163,1997-01-16T03:24,1997,01,16,03,24,0,-167.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5180,,
165,1997-01-16T10:58,1997,01,16,10,58,-64.9325,-64.3973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1214,,
168,1997-01-16T13:05,1997,01,16,13,05,-64.8127,-64.7166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,,
169,1997-01-16T17:01,1997,01,16,17,01,-64.6955,-65.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,,
170,1997-01-16T17:43,1997,01,16,17,43,-0.03333,-167.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5363,,
172,1997-01-16T21:31,1997,01,16,21,31,-64.5744,-65.3398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595,,
173,1997-01-17T00:56,1997,01,17,00,56,0,-167.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203,,
174,1997-01-17T03:22,1997,01,17,03,22,0,-167.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5021,,
176,1997-01-17T08:55,1997,01,17,08,55,-64.4544,-65.6426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529,,
178,1997-01-17T11:13,1997,01,17,11,13,-64.3324,-65.9605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322,,
183,1997-01-17T15:13,1997,01,17,15,13,-64.2092,-66.2604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420,,
186,1997-01-17T19:51,1997,01,17,19,51,-64.0896,-66.5605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1658,,
189,1997-01-17T23:41,1997,01,17,23,41,-0.01667,-167.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4612,,
199,1997-01-19T15:25,1997,01,19,15,25,-64.8147,-64.0483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,,
200,1997-01-19T16:30,1997,01,19,16,30,-64.8054,-64.0724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242,,
201,1997-01-19T17:07,1997,01,19,17,07,-64.8004,-64.0997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,
202,1997-01-19T17:46,1997,01,19,17,46,-64.7877,-64.1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,
203,1997-01-19T18:16,1997,01,19,18,16,-64.7751,-64.1346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,
204,1997-01-21T08:37,1997,01,21,08,37,-64.8014,-64.1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,,
206,1997-01-21T12:52,1997,01,21,12,52,-64.8476,-64.1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,,
207,1997-01-21T16:52,1997,01,21,16,52,-64.8947,-64.1793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,,
209,1997-01-21T21:19,1997,01,21,21,19,-64.9423,-64.2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564,,
217,1997-01-24T08:18,1997,01,24,08,18,-64.8554,-63.9585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332,,
219,1997-01-24T12:45,1997,01,24,12,45,-64.8744,-64.0756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,
221,1997-01-24T17:04,1997,01,24,17,04,-64.8962,-64.1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,,
222,1997-01-24T21:10,1997,01,24,21,10,-64.9306,-64.2894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303,,
224,1997-01-25T11:55,1997,01,25,11,55,-64.7795,-64.0722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,
226,1997-01-25T15:01,1997,01,25,15,01,-64.7879,-64.1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,
227,1997-01-25T18:13,1997,01,25,18,13,-65.0008,-64.5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,577,,
228,1997-01-25T20:01,1997,01,25,20,01,-65.194,-64.6619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282,,
229,1997-01-25T22:18,1997,01,25,22,18,-65.4461,-64.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,
235,1997-01-26T23:07,1997,01,26,23,07,-65.1479,-65.4196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471,,
237,1997-01-27T10:04,1997,01,27,10,04,-66.2529,-67.3369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,,
240,1997-01-27T11:41,1997,01,27,11,41,-66.1286,-67.6616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347,,
243,1997-01-27T16:04,1997,01,27,16,04,-66.0029,-67.9732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338,,
246,1997-01-27T20:10,1997,01,27,20,10,-65.878,-68.2836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336,,
250,1997-01-28T00:10,1997,01,28,00,10,-65.7522,-68.5926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289,,
253,1997-01-28T08:43,1997,01,28,08,43,-65.6231,-68.8987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,,
256,1997-01-28T10:30,1997,01,28,10,30,-65.4985,-69.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,,
259,1997-01-28T14:11,1997,01,28,14,11,-65.3688,-69.5047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2585,,
264,1997-01-28T18:04,1997,01,28,18,04,-65.2378,-69.7991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2751,,
268,1997-01-29T10:33,1997,01,29,10,33,-65.85,-71.3782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3059,,
273,1997-01-29T12:26,1997,01,29,12,26,-65.9851,-71.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2960,,
275,1997-01-29T16:25,1997,01,29,16,25,-66.1139,-70.7816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,,
278,1997-01-29T20:04,1997,01,29,20,04,-66.2456,-70.4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519,,
288,1997-01-30T08:04,1997,01,30,08,04,-66.3756,-70.1766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,487,,
333,1997-01-30T13:49,1997,01,30,13,49,-66.6361,-69.5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392,,
341,1997-01-30T17:48,1997,01,30,17,48,32.177,-118.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1384,,
351,1997-01-30T22:14,1997,01,30,22,14,32.015,-119.232,0.05302,0.04934,,,,0.03364,0.02914,0.02586,,0.01941,,0.0151,0.01341,0.0119,,,0.00937,0.00883,0.00833,0.00784,0.00739,0.00582,0.00413,,0.00384,0.00238,,0.00225,,,0.00193,,,,1550,nomad,nomad_cal9702
415,1997-02-01T18:10,1997,02,01,18,10,-66.5814,-72.7395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,,
419,1997-02-01T21:56,1997,02,01,21,56,-66.7154,-72.436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3162,,
427,1997-02-02T08:34,1997,02,02,08,34,-66.8498,-72.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427,,
429,1997-02-02T10:37,1997,02,02,10,37,-66.9847,-71.8455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,448,,
432,1997-02-02T14:31,1997,02,02,14,31,-67.1187,-71.5235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443,,
434,1997-02-02T17:42,1997,02,02,17,42,31.082,-122.663,0.04802,0.04511,,,,0.03232,0.02851,0.02569,,0.02001,,0.01608,0.0145,0.01306,,,0.0106,0.01006,0.00955,0.00907,0.00861,0.00698,0.00517,,0.00485,0.00321,,0.00305,,,0.00266,,,,4128,nomad,nomad_cal9702
435,1997-02-02T18:15,1997,02,02,18,15,-67.2479,-71.2222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465,,
439,1997-02-02T21:37,1997,02,02,21,37,-67.3785,-70.9152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,504,,
441,1997-02-02T23:47,1997,02,02,23,47,31.397,-121.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4109,,
446,1997-02-03T08:03,1997,02,03,08,03,-68.0303,-69.2833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559,,
449,1997-02-03T08:52,1997,02,03,08,52,-67.5169,-70.5977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753,,
450,1997-02-03T10:52,1997,02,03,10,52,-67.6426,-70.2693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,,
455,1997-02-03T14:52,1997,02,03,14,52,-67.7744,-69.9341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,717,,
458,1997-02-03T18:56,1997,02,03,18,56,-67.9026,-69.6174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,,
467,1997-02-04T10:18,1997,02,04,10,18,-68.1593,-68.9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,,
471,1997-02-04T17:39,1997,02,04,17,39,33.182,-118.393,0.05204,0.04861,,,,0.03379,0.02949,0.02632,,0.02006,,0.01581,0.0141,0.0126,,,0.01005,0.00949,0.00898,0.00848,0.00802,0.0064,0.00461,,0.00431,0.00274,,0.00259,,,0.00224,,,,1187,nomad,nomad_cal9702
487,1997-02-05T15:52,1997,02,05,15,52,-68.9801,-68.5562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603,,
489,1997-02-05T17:58,1997,02,05,17,58,33.658,-118.977,0.06152,0.05643,,,,0.03568,0.03009,0.02613,,0.01868,,0.01396,0.01217,0.01062,,,0.00809,0.00757,0.00708,0.00662,0.00619,0.00476,0.00326,,0.00302,0.00181,,0.00171,,,0.00144,,,,709,nomad,nomad_cal9702
493,1997-02-05T20:06,1997,02,05,20,06,-67.7113,-68.227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,,
496,1997-02-05T22:25,1997,02,05,22,25,33.488,-119.318,0.07795,0.07246,,,,0.04909,0.04245,0.0376,,0.02813,,0.02185,0.01937,0.01718,,,0.01351,0.01273,0.012,0.0113,0.01064,0.00839,0.00594,,0.00554,0.00345,,0.00325,,,0.00279,,,,1647,nomad,nomad_cal9702
505,1997-02-06T11:39,1997,02,06,11,39,-67.3777,-67.7972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,,
509,1997-02-06T15:00,1997,02,06,15,00,-67.4328,-67.8264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489,,
512,1997-02-06T17:54,1997,02,06,17,54,32.642,-121.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3822,,
524,1997-02-07T13:35,1997,02,07,13,35,-66.5722,-67.1562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,,
528,1997-02-07T16:59,1997,02,07,16,59,31.613,-64.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4394,,
529,1997-02-07T17:58,1997,02,07,17,58,-66.5003,-66.6875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277,,
531,1997-02-07T19:50,1997,02,07,19,50,31.608,-64.231,0.01829,0.01623,,,,0.00865,0.00685,0.00565,,0.00359,,0.00243,0.00202,0.00169,,,0.00119,0.00109,0.001,0.00091,0.00083,0.0006,0.00038,,0.00035,0.00019,,0.00018,,,0.00015,,,,4284,nomad,nomad_bats101
539,1997-02-08T09:15,1997,02,08,09,15,-66.2398,-66.0773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,,
540,1997-02-08T11:19,1997,02,08,11,19,-66.2674,-66.5851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612,,
567,1997-02-09T17:47,1997,02,09,17,47,33.752,-120.405,0.07753,0.06927,,,,0.03829,0.03077,0.02567,,0.01674,,0.01161,0.00978,0.00826,,,0.00592,0.00545,0.00503,0.00464,0.00428,0.00313,0.002,,0.00183,0.00102,,0.00096,,,0.00081,,,,1061,nomad,nomad_cal9702
602,1997-02-10T12:01,1997,02,10,12,01,-65.5287,-65.3819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,
604,1997-02-10T17:30,1997,02,10,17,30,-65.8427,-65.1881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,
606,1997-02-10T19:12,1997,02,10,19,12,34.318,-120.8,0.15486,0.14166,,,,0.0882,0.07389,0.06377,,0.04484,,0.03298,0.02851,0.02464,,,0.01844,0.01715,0.01596,0.01484,0.01382,0.01036,0.00683,,0.00627,0.00355,,0.00331,,,0.00276,,,,763,nomad,nomad_cal9702
608,1997-02-10T22:40,1997,02,10,22,40,34.15,-121.152,0.10092,0.09274,,,,0.05926,0.05016,0.04369,,0.03144,,0.02365,0.02069,0.01811,,,0.0139,0.01303,0.01222,0.01144,0.01073,0.0083,0.00578,,0.00537,0.00332,,0.00314,,,0.00269,,,,2183,nomad,nomad_cal9702
609,1997-02-10T23:10,1997,02,10,23,10,-65.611,-64.8297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467,,
614,1997-02-11T11:52,1997,02,11,11,52,-65.2801,-64.2682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,,
616,1997-02-11T14:55,1997,02,11,14,55,-65.2127,-64.1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,
618,1997-02-11T17:15,1997,02,11,17,15,33.15,-123.225,0.0261,0.02334,,,,0.01295,0.01041,0.00869,,0.00567,,0.00392,0.0033,0.00278,,,0.00199,0.00183,0.00168,0.00156,0.00143,0.00104,0.00066,,0.00061,0.00034,,0.00032,,,0.00027,,,,4246,nomad,nomad_cal9702
620,1997-02-11T18:08,1997,02,11,18,08,-65.1299,-64.0362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,
626,1997-02-12T12:04,1997,02,12,12,04,-64.7797,-64.0731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,
627,1997-02-12T12:33,1997,02,12,12,33,-64.7888,-64.0717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,
629,1997-02-12T13:07,1997,02,12,13,07,-64.8063,-64.0516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,,
630,1997-02-12T13:37,1997,02,12,13,37,-64.816,-64.0405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,
631,1997-02-12T14:16,1997,02,12,14,16,-64.8065,-64.0763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,,
632,1997-02-12T14:46,1997,02,12,14,46,-64.8001,-64.0979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,,
633,1997-02-12T15:18,1997,02,12,15,18,-64.7881,-64.1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,
634,1997-02-12T15:43,1997,02,12,15,43,-64.7749,-64.1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,
636,1997-02-12T19:55,1997,02,12,19,55,34.053,-122.952,0.02873,0.02499,,,,0.01199,0.00915,0.00732,,0.00433,,0.00277,0.00225,0.00183,,,0.00123,0.00112,0.00102,0.00093,0.00085,0.0006,0.00036,,0.00033,0.00018,,0.00017,,,0.00014,,,,4243,nomad,nomad_cal9702
641,1997-02-13T23:17,1997,02,13,23,17,34.557,-121.9,0.07485,0.06634,,,,0.03555,0.02835,0.02356,,0.01527,,0.01056,0.00889,0.00751,,,0.00538,0.00496,0.00457,0.00421,0.00389,0.00283,0.0018,,0.00165,0.00092,,0.00085,,,0.00071,,,,3817,nomad,nomad_cal9702
648,1997-02-14T20:03,1997,02,14,20,03,35.183,-121.405,0.0431,0.03468,,,,0.01189,0.00839,0.00646,,0.00385,,0.00275,0.00241,0.00215,,,0.00177,0.0017,0.00162,0.00155,0.00149,0.00128,0.00104,,0.001,,,,,,,,,,696,nomad,nomad_cal9702
665,1997-02-21T15:22,1997,02,21,15,22,31.672,-64.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4466,,
673,1997-02-21T21:17,1997,02,21,21,17,31.671,-64.29,0.00342,0.00298,,,,0.0016,0.00133,0.00113,,0.00083,,,,,,,,,,,,,,,,,,,,,,,,,4403,nomad,nomad_bats101a
688,1997-02-24T14:19,1997,02,24,14,19,-64.814,-64.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,
721,1997-02-28T14:43,1997,02,28,14,43,-64.816,-64.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,
722,1997-02-28T15:20,1997,02,28,15,20,-64.789,-64.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,
723,1997-02-28T16:03,1997,02,28,16,03,-64.767,-64.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,
743,1997-03-03T13:10,1997,03,03,13,10,-64.815,-64.042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,,
748,1997-03-05T15:56,1997,03,05,15,56,31.683,-64.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528,,
749,1997-03-05T21:08,1997,03,05,21,08,31.678,-64.204,0.01654,0.01464,,,,0.00772,0.00608,0.005,,0.00314,,0.0021,0.00174,0.00144,,,0.00099,0.0009,0.00083,0.00075,0.00069,0.00049,0.00029,,0.00026,0.00014,,0.00012,,,0.0001,,,,4510,nomad,nomad_bats102
782,1997-03-13T14:26,1997,03,13,14,26,-64.815,-64.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,
790,1997-03-15T13:45,1997,03,15,13,45,-64.788,-64.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,,
797,1997-03-18T14:34,1997,03,18,14,34,-64.814,-64.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,
799,1997-03-19T15:32,1997,03,19,15,32,31.681,-64.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4528,,
800,1997-03-19T21:37,1997,03,19,21,37,31.711,-64.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4546,,
816,1997-04-02T20:42,1997,04,02,20,42,32.96,-117.31,0.13393,0.12071,,,,0.07005,0.05739,0.04872,,0.03313,,0.02389,0.02051,0.01764,,,0.01314,0.01223,0.01138,0.0106,0.00988,0.00748,0.00508,,0.0047,0.00283,,0.00266,,,0.00228,,,,170,nomad,nomad_cal9704
823,1997-04-03T23:55,1997,04,03,23,55,32.01,-119.23,0.06413,0.05592,,,,0.02733,0.02103,0.01697,,0.0103,,0.00678,0.00559,0.00465,,,0.00325,0.00299,0.00274,0.00253,0.00232,0.0017,0.00112,,0.00104,0.00063,,0.00058,,,0.00051,,,,1550,nomad,nomad_cal9704
845,1997-04-06T18:51,1997,04,06,18,51,31.09,-122.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4128,,
850,1997-04-07T19:25,1997,04,07,19,25,32.41,-119.96,0.04615,0.04214,,,,0.02598,0.0217,0.01869,,0.01307,,0.00959,0.00827,0.00715,,,0.00533,0.00496,0.00461,0.00429,0.00399,0.003,0.00199,,0.00183,0.00104,,0.00096,,,0.00081,,,,961,nomad,nomad_cal9704
867,1997-04-09T17:54,1997,04,09,17,54,31.767,-64.115,0.04559,0.04277,,,,0.03042,0.02679,0.02408,,0.01868,,0.01496,0.01347,0.01212,,,0.00983,0.00932,0.00885,0.00839,0.00797,0.00646,0.00477,,0.00448,0.00296,,0.00281,,,0.00246,,,,4561,nomad,nomad_bats103
897,1997-04-15T19:23,1997,04,15,19,23,34.45,-120.53,0.18978,0.17561,,,,0.11688,0.10064,0.08895,,0.06644,,0.05172,0.04597,0.04091,,,0.03248,0.03068,0.02898,0.02739,0.02588,0.02069,0.01503,,0.01408,0.00916,,0.00868,,,0.00756,,,,81,nomad,nomad_cal9704
909,1997-04-18T12:00,1997,04,18,12,00,43.87,-62.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237,,
915,1997-04-19T12:00,1997,04,19,12,00,42.627,-64.108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940,,
918,1997-04-20T12:00,1997,04,20,12,00,43.237,-65.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,
919,1997-04-20T13:05,1997,04,20,13,05,38.4978,-76.3788,1.5004,1.3819,,,,0.89495,0.76179,0.66659,,0.48522,,0.36869,0.32381,0.28459,,,0.22025,0.20666,0.19394,0.18203,0.17088,0.1329,0.09268,,0.08608,0.05282,,0.04971,,,0.0425,,,,17,nomad,nomad_ties9701
923,1997-04-21T12:00,1997,04,21,12,00,42.66,-64.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,782,,
924,1997-04-21T15:44,1997,04,21,15,44,39.4213,-76.0217,2.0511,1.9054,,,,1.2929,1.1204,0.9952,,0.75122,,0.58935,0.52558,0.46901,,,0.37417,0.35376,0.3345,0.31633,0.29919,0.23975,0.17447,,0.16345,0.10614,,0.1006,,,0.08756,,,,4,nomad,nomad_ties9701
939,1997-04-22T12:00,1997,04,22,12,00,42.539,-61.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2830,,
946,1997-04-22T14:23,1997,04,22,14,23,-47.6178,-55.9463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4994,,
